epoch,knn_accuracy_train,knn_accuracy_test
50,4.387091e-01,1.904297e-01
100,5.219804e-01,2.900391e-01
150,5.694754e-01,3.486328e-01
200,6.130642e-01,3.974609e-01
250,6.487785e-01,4.345703e-01
300,6.660466e-01,4.423828e-01
350,6.689918e-01,4.541016e-01
400,6.744172e-01,4.521484e-01
450,6.720300e-01,4.394531e-01
500,6.735181e-01,4.150391e-01
550,6.696429e-01,4.091797e-01
600,6.668837e-01,3.847656e-01
