epoch,knn_accuracy_train,knn_accuracy_test
50,4.197359e-01,1.679688e-01
100,5.013331e-01,2.792969e-01
150,5.579117e-01,3.417969e-01
200,5.916419e-01,3.583984e-01
250,6.057788e-01,4.121094e-01
300,6.074219e-01,4.003906e-01
350,5.965402e-01,3.886719e-01
400,5.957341e-01,3.828125e-01
450,5.825893e-01,3.632812e-01
500,5.787140e-01,3.583984e-01
550,5.713976e-01,3.652344e-01
600,5.696305e-01,3.427734e-01
