epoch,knn_accuracy_train,knn_accuracy_test
100,6.964950e-01,5.450000e-01
200,7.120887e-01,5.620000e-01
300,7.256080e-01,5.926667e-01
400,7.391273e-01,6.213333e-01
500,7.555079e-01,6.456667e-01
