epoch,knn_accuracy_train,knn_accuracy_test
50,4.942646e-01,2.626953e-01
100,5.929129e-01,3.916016e-01
150,6.408730e-01,4.228516e-01
200,6.704489e-01,4.775391e-01
250,6.852679e-01,4.853516e-01
300,6.901352e-01,4.785156e-01
350,6.881510e-01,4.667969e-01
400,6.891431e-01,4.726562e-01
450,6.913132e-01,4.492188e-01
500,6.863219e-01,4.121094e-01
550,6.874070e-01,4.042969e-01
600,6.832527e-01,3.798828e-01
