epoch,knn_accuracy_train,knn_accuracy_test
50,4.223710e-01,1.819196e-01
100,5.085565e-01,2.890625e-01
150,5.708395e-01,3.180804e-01
200,6.113281e-01,3.828125e-01
250,6.311074e-01,3.705357e-01
300,6.319134e-01,3.962054e-01
