epoch,knn_accuracy_train,knn_accuracy_test
50,4.531560e-01,2.216797e-01
100,5.247396e-01,3.017578e-01
150,5.722966e-01,3.535156e-01
200,6.172805e-01,3.886719e-01
250,6.369668e-01,4.287109e-01
300,6.354787e-01,4.033203e-01
