epoch,knn_accuracy_train,knn_accuracy_test
100,6.854793e-01,5.393333e-01
200,7.112303e-01,5.546667e-01
300,7.216023e-01,5.813333e-01
400,7.359800e-01,6.153333e-01
500,7.555794e-01,6.356667e-01
