epoch,loss
1,1.197531e-03
2,9.178117e-04
3,6.227156e-04
4,3.933956e-04
5,3.029667e-04
6,2.690192e-04
7,2.605308e-04
8,2.765963e-04
9,3.130668e-04
10,3.568126e-04
11,3.971015e-04
12,4.348794e-04
13,4.768718e-04
14,5.186311e-04
15,5.500239e-04
16,5.690468e-04
17,5.911607e-04
18,6.075118e-04
19,6.266543e-04
20,6.532671e-04
21,6.782980e-04
22,7.043902e-04
23,7.283058e-04
24,7.526301e-04
25,7.840378e-04
26,8.029335e-04
27,8.222763e-04
28,8.384017e-04
29,8.511394e-04
30,8.603811e-04
31,8.924930e-04
32,8.949362e-04
33,8.942026e-04
34,9.010387e-04
35,9.138886e-04
36,9.263543e-04
37,9.254648e-04
38,9.231340e-04
39,9.285632e-04
40,9.262286e-04
41,9.152154e-04
42,9.250929e-04
43,9.191156e-04
44,9.278854e-04
45,9.599134e-04
46,9.279246e-04
47,9.161989e-04
48,9.012391e-04
49,9.033862e-04
50,9.104908e-04
51,9.006041e-04
52,8.954846e-04
53,9.039812e-04
54,9.129135e-04
55,9.049557e-04
56,8.964326e-04
57,9.036476e-04
58,9.061428e-04
59,9.003144e-04
60,9.033589e-04
61,9.032497e-04
62,8.981329e-04
63,9.030864e-04
64,9.060113e-04
65,9.094560e-04
66,9.124403e-04
67,9.073270e-04
68,9.141125e-04
69,9.013495e-04
70,9.059586e-04
71,8.962994e-04
72,9.331585e-04
73,9.398418e-04
74,9.208978e-04
75,9.181954e-04
76,9.129333e-04
77,9.102939e-04
78,9.044441e-04
79,9.160462e-04
80,9.172359e-04
81,9.143045e-04
82,9.287596e-04
83,9.208930e-04
84,9.356753e-04
85,9.358608e-04
86,9.487946e-04
87,9.516161e-04
88,9.447329e-04
89,9.533901e-04
90,9.554471e-04
91,9.755590e-04
92,9.826456e-04
93,9.802413e-04
94,9.836863e-04
95,9.937377e-04
96,1.000776e-03
97,1.016509e-03
98,1.018647e-03
99,1.034794e-03
100,1.039034e-03
101,1.028017e-03
102,1.043899e-03
103,1.046146e-03
104,1.064498e-03
105,1.075303e-03
106,1.083660e-03
107,1.099280e-03
108,1.109009e-03
109,1.119188e-03
110,1.124675e-03
111,1.133939e-03
112,1.139286e-03
113,1.156927e-03
114,1.158995e-03
115,1.168932e-03
116,1.191253e-03
117,1.202043e-03
118,1.206568e-03
119,1.210655e-03
120,1.226197e-03
121,1.233818e-03
122,1.233635e-03
123,1.253217e-03
124,1.272408e-03
125,1.278750e-03
126,1.280780e-03
127,1.312474e-03
128,1.315597e-03
129,1.303351e-03
130,1.315601e-03
131,1.330769e-03
132,1.331019e-03
133,1.363299e-03
134,1.356718e-03
135,1.373044e-03
136,1.386748e-03
137,1.421639e-03
138,1.392054e-03
139,1.405425e-03
140,1.395958e-03
141,1.422531e-03
142,1.432190e-03
143,1.417822e-03
144,1.431232e-03
145,1.450367e-03
146,1.458518e-03
147,1.465049e-03
148,1.461210e-03
149,1.464208e-03
150,1.486129e-03
151,1.470860e-03
152,1.494804e-03
153,1.497605e-03
154,1.503030e-03
155,1.485407e-03
156,1.517220e-03
157,1.514558e-03
158,1.513591e-03
159,1.544042e-03
160,1.521510e-03
161,1.540035e-03
162,1.543999e-03
163,1.550601e-03
164,1.549072e-03
165,1.541884e-03
166,1.562089e-03
167,1.559883e-03
168,1.556637e-03
169,1.569975e-03
170,1.568246e-03
171,1.577894e-03
172,1.600666e-03
173,1.597829e-03
174,1.587588e-03
175,1.596911e-03
176,1.587527e-03
177,1.595028e-03
178,1.606146e-03
179,1.609090e-03
180,1.603421e-03
181,1.608207e-03
182,1.619715e-03
183,1.614204e-03
184,1.634580e-03
185,1.612603e-03
186,1.640384e-03
187,1.625016e-03
188,1.613209e-03
189,1.622092e-03
190,1.649918e-03
191,1.647561e-03
192,1.641285e-03
193,1.634658e-03
194,1.642292e-03
195,1.634725e-03
196,1.647760e-03
197,1.645125e-03
198,1.648406e-03
199,1.657342e-03
200,1.657972e-03
201,1.655123e-03
202,1.657004e-03
203,1.667039e-03
204,1.654602e-03
205,1.673600e-03
206,1.669876e-03
207,1.678148e-03
208,1.671883e-03
209,1.672371e-03
210,1.669230e-03
211,1.677596e-03
212,1.671718e-03
213,1.682132e-03
214,1.687285e-03
215,1.683120e-03
216,1.690672e-03
217,1.677940e-03
218,1.679450e-03
219,1.696013e-03
220,1.682926e-03
221,1.704699e-03
222,1.695685e-03
223,1.701476e-03
224,1.689234e-03
225,1.686207e-03
226,1.691988e-03
227,1.696577e-03
228,1.704537e-03
229,1.704096e-03
230,1.696171e-03
231,1.694422e-03
232,1.697995e-03
233,1.698257e-03
234,1.702378e-03
235,1.700381e-03
236,1.703515e-03
237,1.695282e-03
238,1.713974e-03
239,1.703193e-03
240,1.717137e-03
241,1.707569e-03
242,1.710694e-03
243,1.701171e-03
244,1.704144e-03
245,1.694602e-03
246,1.711753e-03
247,1.714580e-03
248,1.698076e-03
249,1.708756e-03
250,1.709777e-03
251,1.695171e-03
252,1.713594e-03
253,1.710159e-03
254,1.707397e-03
255,1.700334e-03
256,1.713236e-03
257,1.704862e-03
258,1.715970e-03
259,1.705969e-03
260,1.707515e-03
261,1.701222e-03
262,1.712992e-03
263,1.705835e-03
264,1.712074e-03
265,1.714757e-03
266,1.705219e-03
267,1.716000e-03
268,1.703632e-03
269,1.698154e-03
270,1.712015e-03
271,1.711237e-03
272,1.695081e-03
273,1.692426e-03
274,1.700569e-03
275,1.685793e-03
276,1.706351e-03
277,1.698422e-03
278,1.723192e-03
279,1.701889e-03
280,1.701856e-03
281,1.691628e-03
282,1.687988e-03
283,1.700362e-03
284,1.683464e-03
285,1.722537e-03
286,1.694413e-03
287,1.700833e-03
288,1.691817e-03
289,1.689297e-03
290,1.686289e-03
291,1.700625e-03
292,1.684692e-03
293,1.686604e-03
294,1.696003e-03
295,1.690450e-03
296,1.692807e-03
297,1.682543e-03
298,1.688036e-03
299,1.685300e-03
300,1.687133e-03
301,1.681648e-03
302,1.668526e-03
303,1.673970e-03
304,1.676045e-03
305,1.673538e-03
306,1.685492e-03
307,1.679119e-03
308,1.670550e-03
309,1.683830e-03
310,1.663664e-03
311,1.673159e-03
312,1.670236e-03
313,1.670803e-03
314,1.672828e-03
315,1.665375e-03
316,1.667856e-03
317,1.673848e-03
318,1.649268e-03
319,1.666559e-03
320,1.650220e-03
321,1.663205e-03
322,1.661982e-03
323,1.658548e-03
324,1.644108e-03
325,1.652240e-03
326,1.650298e-03
327,1.650089e-03
328,1.651462e-03
329,1.638267e-03
330,1.637363e-03
331,1.646904e-03
332,1.634865e-03
333,1.641128e-03
334,1.630204e-03
335,1.635409e-03
336,1.631090e-03
337,1.635015e-03
338,1.623150e-03
339,1.631973e-03
340,1.631366e-03
341,1.623769e-03
342,1.631867e-03
343,1.635168e-03
344,1.634245e-03
345,1.614429e-03
346,1.612194e-03
347,1.617593e-03
348,1.619921e-03
349,1.611903e-03
350,1.613330e-03
351,1.604724e-03
352,1.601265e-03
353,1.594003e-03
354,1.598865e-03
355,1.613765e-03
356,1.593055e-03
357,1.597316e-03
358,1.588638e-03
359,1.600893e-03
360,1.580217e-03
361,1.576762e-03
362,1.591925e-03
363,1.587511e-03
364,1.590385e-03
365,1.576626e-03
366,1.577670e-03
367,1.574807e-03
368,1.565501e-03
369,1.570857e-03
370,1.573126e-03
371,1.567445e-03
372,1.568432e-03
373,1.564752e-03
374,1.576990e-03
375,1.564857e-03
376,1.557348e-03
377,1.564309e-03
378,1.543227e-03
379,1.557749e-03
380,1.558635e-03
381,1.553129e-03
382,1.544533e-03
383,1.551213e-03
384,1.545456e-03
385,1.534976e-03
386,1.536259e-03
387,1.535411e-03
388,1.535336e-03
389,1.534976e-03
390,1.550019e-03
391,1.543867e-03
392,1.529861e-03
393,1.524830e-03
394,1.520330e-03
395,1.516087e-03
396,1.512520e-03
397,1.520129e-03
398,1.506193e-03
399,1.504387e-03
400,1.517882e-03
401,1.508626e-03
402,1.505911e-03
403,1.506455e-03
404,1.508123e-03
405,1.477301e-03
406,1.497551e-03
407,1.486649e-03
408,1.479529e-03
409,1.478517e-03
410,1.480389e-03
411,1.487621e-03
412,1.480357e-03
413,1.476079e-03
414,1.467454e-03
415,1.464988e-03
416,1.473349e-03
417,1.467026e-03
418,1.466549e-03
419,1.464195e-03
420,1.466724e-03
421,1.446491e-03
422,1.451488e-03
423,1.445245e-03
424,1.441398e-03
425,1.447162e-03
426,1.446183e-03
427,1.431019e-03
428,1.433895e-03
429,1.434156e-03
430,1.423378e-03
431,1.432248e-03
432,1.428987e-03
433,1.419820e-03
434,1.419484e-03
435,1.409852e-03
436,1.418725e-03
437,1.410568e-03
438,1.406519e-03
439,1.408253e-03
440,1.418427e-03
441,1.405000e-03
442,1.394649e-03
443,1.398883e-03
444,1.401085e-03
445,1.389807e-03
446,1.394175e-03
447,1.396698e-03
448,1.398161e-03
449,1.384284e-03
450,1.379318e-03
451,1.370780e-03
452,1.371411e-03
453,1.371103e-03
454,1.371859e-03
455,1.372621e-03
456,1.358613e-03
457,1.350024e-03
458,1.346079e-03
459,1.348988e-03
460,1.361362e-03
461,1.342928e-03
462,1.353569e-03
463,1.341465e-03
464,1.343205e-03
465,1.344765e-03
466,1.341802e-03
467,1.333515e-03
468,1.337475e-03
469,1.324542e-03
470,1.327811e-03
471,1.326444e-03
472,1.326127e-03
473,1.312657e-03
474,1.315502e-03
475,1.303384e-03
476,1.304935e-03
477,1.311703e-03
478,1.308476e-03
479,1.302087e-03
480,1.297071e-03
481,1.303394e-03
482,1.296974e-03
483,1.291679e-03
484,1.286231e-03
485,1.296842e-03
486,1.290545e-03
487,1.283469e-03
488,1.283443e-03
489,1.283907e-03
490,1.265034e-03
491,1.272060e-03
492,1.270931e-03
493,1.265916e-03
494,1.274613e-03
495,1.270492e-03
496,1.264161e-03
497,1.254583e-03
498,1.258052e-03
499,1.248895e-03
500,1.256192e-03
501,1.260264e-03
502,1.242419e-03
503,1.246867e-03
504,1.245414e-03
505,1.239910e-03
506,1.240205e-03
507,1.243409e-03
508,1.239916e-03
509,1.238665e-03
510,1.227488e-03
511,1.225985e-03
512,1.235587e-03
513,1.223452e-03
514,1.222260e-03
515,1.223171e-03
516,1.229653e-03
517,1.218226e-03
518,1.223243e-03
519,1.213498e-03
520,1.217207e-03
521,1.211994e-03
522,1.208458e-03
523,1.207728e-03
524,1.207280e-03
525,1.216473e-03
526,1.194620e-03
527,1.200215e-03
528,1.195249e-03
529,1.193243e-03
530,1.199397e-03
531,1.190582e-03
532,1.191495e-03
533,1.196698e-03
534,1.191833e-03
535,1.187742e-03
536,1.188875e-03
537,1.186189e-03
538,1.175890e-03
539,1.181641e-03
540,1.194204e-03
541,1.171875e-03
542,1.184867e-03
543,1.180317e-03
544,1.178723e-03
545,1.184151e-03
546,1.170691e-03
547,1.175084e-03
548,1.166525e-03
549,1.169413e-03
550,1.176399e-03
551,1.170734e-03
552,1.168009e-03
553,1.163467e-03
554,1.167164e-03
555,1.165885e-03
556,1.161031e-03
557,1.167169e-03
558,1.167042e-03
559,1.164795e-03
560,1.146656e-03
561,1.163532e-03
562,1.155859e-03
563,1.159236e-03
564,1.145311e-03
565,1.160861e-03
566,1.155411e-03
567,1.154620e-03
568,1.167171e-03
569,1.160969e-03
570,1.147649e-03
571,1.153754e-03
572,1.149611e-03
573,1.148500e-03
574,1.148840e-03
575,1.154564e-03
576,1.148900e-03
