epoch,knn_accuracy_train,knn_accuracy_test
50,4.499318e-01,2.021484e-01
100,5.179501e-01,2.978516e-01
150,5.665303e-01,3.320312e-01
200,6.230779e-01,4.218750e-01
250,6.524368e-01,4.648438e-01
300,6.621404e-01,4.521484e-01
350,6.630704e-01,4.775391e-01
400,6.612723e-01,4.423828e-01
450,6.594742e-01,4.462891e-01
500,6.590092e-01,4.179688e-01
550,6.580171e-01,3.974609e-01
600,6.549479e-01,4.023438e-01
