epoch,knn_accuracy_train,knn_accuracy_test
20,3.301401e-01,9.375000e-02
40,3.954303e-01,1.640625e-01
60,4.348648e-01,2.064732e-01
80,4.902344e-01,2.354911e-01
100,5.324281e-01,3.024554e-01
120,5.703435e-01,3.325893e-01
140,5.940290e-01,3.761161e-01
160,6.164435e-01,3.950893e-01
180,6.368118e-01,4.107143e-01
200,6.496466e-01,4.397321e-01
220,6.575211e-01,4.542411e-01
240,6.635045e-01,4.564732e-01
260,6.634115e-01,4.508929e-01
280,6.689298e-01,4.397321e-01
300,6.668527e-01,4.520089e-01
