epoch,knn_accuracy_train,knn_accuracy_test
50,4.663008e-01,2.109375e-01
100,5.892237e-01,3.761161e-01
150,6.442522e-01,4.486607e-01
200,6.769903e-01,4.709821e-01
250,6.833147e-01,4.910714e-01
300,6.857019e-01,4.620536e-01
