corruption_ratio,L2_all_clean_mean,L2_all_corrupted_mean,L2_all_abs_delta_mean,L2_all_rel_delta_mean,L2_all_rel_delta_median,L2_all_rel_delta_p95,L2_all_rel_delta_p99,L2_corrupted_only_abs_delta_mean,L2_corrupted_only_abs_delta_median,L2_corrupted_only_abs_delta_p95,L2_corrupted_only_abs_delta_p99,L2_corrupted_only_rel_delta_mean,L2_corrupted_only_rel_delta_median,L2_corrupted_only_rel_delta_p95,L2_corrupted_only_rel_delta_p99,L2_num_patches,L2_num_corrupted_patches
0.0,0.257719541490078,0.257719541490078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444416,0
0.05,0.257719541490078,0.2906717920303345,0.03295225097797811,0.3445812234282494,0.0,0.0,9.137210845947266,0.6585683199763298,0.5577983869612217,1.740514076948166,2.2170932710170748,6.886116306781769,2.9350050151348115,27.324805517196655,57.06528619766235,444416,22234
0.1,0.257719541490078,0.32321366414427755,0.06549412244930863,0.6926648810505867,0.0,2.8407998383045197,16.939950609207152,0.6546253955364227,0.5465752154588699,1.7616575109958648,2.237783570289612,6.923331081867218,2.8389552879333495,27.8522176361084,60.00011388778687,444416,44460
0.2,0.257719541490078,0.3890843074023724,0.13136476650834084,1.3825292885303497,0.0,7.401503448486328,27.76562030792236,0.6569411128759384,0.5512769488990307,1.7603677040338517,2.2664474022388457,6.914001467227936,2.9010641956329346,27.785043630599976,62.51998224258423,444416,88870
0.3,0.257719541490078,0.45474014222621917,0.19702060371637345,2.0697353219985963,0.0,10.96687132358551,35.126542720794674,0.6566567784547805,0.5533347608149052,1.7564768487215041,2.2729350399971007,6.898208198547363,2.9003986465930938,27.58640221595764,62.230420951843264,444416,133338
