epoch,knn_accuracy_train,knn_accuracy_test
20,7.002861e-01,5.820000e-01
40,7.126609e-01,5.806667e-01
60,6.988555e-01,5.756667e-01
80,7.045064e-01,5.693333e-01
100,7.162375e-01,5.790000e-01
120,7.134478e-01,5.876667e-01
140,7.206724e-01,5.840000e-01
160,7.261087e-01,5.956667e-01
180,7.262518e-01,5.820000e-01
200,7.362661e-01,6.133333e-01
220,7.449928e-01,6.053333e-01
240,7.396280e-01,6.000000e-01
