epoch,knn_accuracy_train,knn_accuracy_test
20,6.928469e-01,5.570000e-01
40,7.112303e-01,5.660000e-01
60,7.021459e-01,5.700000e-01
80,7.015021e-01,5.603333e-01
100,7.137339e-01,5.750000e-01
120,7.036481e-01,5.776667e-01
140,7.141631e-01,5.630000e-01
160,7.183119e-01,5.936667e-01
180,7.285408e-01,5.860000e-01
200,7.334764e-01,6.033333e-01
220,7.428469e-01,6.043333e-01
240,7.358369e-01,5.913333e-01
