epoch,knn_accuracy_train,knn_accuracy_test
50,3.997396e-01,1.337891e-01
100,4.648748e-01,2.304688e-01
150,5.198413e-01,2.832031e-01
200,5.536644e-01,3.232422e-01
250,5.710255e-01,3.593750e-01
300,5.777840e-01,3.623047e-01
350,5.766989e-01,3.564453e-01
400,5.699715e-01,3.535156e-01
450,5.598958e-01,3.251953e-01
500,5.534164e-01,3.369141e-01
550,5.470300e-01,3.349609e-01
600,5.432788e-01,3.095703e-01
