epoch,knn_accuracy_train,knn_accuracy_test
50,4.297805e-01,1.875000e-01
100,5.497272e-01,3.454861e-01
150,6.175285e-01,4.036458e-01
200,6.593192e-01,4.505208e-01
250,6.777344e-01,4.748264e-01
300,6.811136e-01,4.782986e-01
