epoch,knn_accuracy_train,knn_accuracy_test
50,3.442770e-01,1.191406e-01
100,4.065600e-01,1.962891e-01
150,4.136905e-01,1.796875e-01
200,4.256572e-01,1.865234e-01
250,4.437624e-01,1.923828e-01
300,4.427393e-01,2.070312e-01
350,4.471726e-01,1.923828e-01
400,4.501178e-01,1.972656e-01
450,4.646887e-01,2.226562e-01
500,4.656808e-01,2.216797e-01
550,4.593564e-01,2.197266e-01
600,4.570312e-01,2.109375e-01
