epoch,loss,loss_L2,loss_PKT,cross_mse
1,1.056635e-02,0.000000e+00,0.000000e+00,0.000000e+00
2,4.507011e-03,0.000000e+00,0.000000e+00,0.000000e+00
3,4.081787e-03,0.000000e+00,0.000000e+00,0.000000e+00
4,4.348035e-03,0.000000e+00,0.000000e+00,0.000000e+00
5,4.402327e-03,0.000000e+00,0.000000e+00,0.000000e+00
6,4.357208e-03,0.000000e+00,0.000000e+00,0.000000e+00
7,4.209558e-03,0.000000e+00,0.000000e+00,0.000000e+00
8,4.000414e-03,0.000000e+00,0.000000e+00,0.000000e+00
9,3.892642e-03,0.000000e+00,0.000000e+00,0.000000e+00
10,3.743899e-03,0.000000e+00,0.000000e+00,0.000000e+00
11,3.597507e-03,0.000000e+00,0.000000e+00,0.000000e+00
12,3.502305e-03,0.000000e+00,0.000000e+00,0.000000e+00
13,3.368555e-03,0.000000e+00,0.000000e+00,0.000000e+00
14,3.259502e-03,0.000000e+00,0.000000e+00,0.000000e+00
15,3.158540e-03,0.000000e+00,0.000000e+00,0.000000e+00
16,3.142166e-03,0.000000e+00,0.000000e+00,0.000000e+00
17,3.031617e-03,0.000000e+00,0.000000e+00,0.000000e+00
18,3.048624e-03,0.000000e+00,0.000000e+00,0.000000e+00
19,3.036576e-03,0.000000e+00,0.000000e+00,0.000000e+00
20,2.978427e-03,0.000000e+00,0.000000e+00,0.000000e+00
21,2.931511e-03,0.000000e+00,0.000000e+00,0.000000e+00
22,2.953272e-03,0.000000e+00,0.000000e+00,0.000000e+00
23,2.965355e-03,0.000000e+00,0.000000e+00,0.000000e+00
24,3.008872e-03,0.000000e+00,0.000000e+00,0.000000e+00
25,3.049798e-03,0.000000e+00,0.000000e+00,0.000000e+00
26,3.126386e-03,0.000000e+00,0.000000e+00,0.000000e+00
27,3.216124e-03,0.000000e+00,0.000000e+00,0.000000e+00
28,3.326246e-03,0.000000e+00,0.000000e+00,0.000000e+00
29,3.462871e-03,0.000000e+00,0.000000e+00,0.000000e+00
30,3.581821e-03,0.000000e+00,0.000000e+00,0.000000e+00
31,3.733274e-03,0.000000e+00,0.000000e+00,0.000000e+00
32,3.849593e-03,0.000000e+00,0.000000e+00,0.000000e+00
33,4.026842e-03,0.000000e+00,0.000000e+00,0.000000e+00
34,4.186927e-03,0.000000e+00,0.000000e+00,0.000000e+00
35,4.368081e-03,0.000000e+00,0.000000e+00,0.000000e+00
36,4.569837e-03,0.000000e+00,0.000000e+00,0.000000e+00
37,4.756857e-03,0.000000e+00,0.000000e+00,0.000000e+00
38,4.980505e-03,0.000000e+00,0.000000e+00,0.000000e+00
39,5.175049e-03,0.000000e+00,0.000000e+00,0.000000e+00
40,5.393393e-03,0.000000e+00,0.000000e+00,0.000000e+00
41,5.587002e-03,0.000000e+00,0.000000e+00,0.000000e+00
42,5.745058e-03,0.000000e+00,0.000000e+00,0.000000e+00
43,5.970289e-03,0.000000e+00,0.000000e+00,0.000000e+00
44,6.158203e-03,0.000000e+00,0.000000e+00,0.000000e+00
45,6.260470e-03,0.000000e+00,0.000000e+00,0.000000e+00
46,6.373729e-03,0.000000e+00,0.000000e+00,0.000000e+00
47,6.525122e-03,0.000000e+00,0.000000e+00,0.000000e+00
48,6.647852e-03,0.000000e+00,0.000000e+00,0.000000e+00
49,6.766405e-03,0.000000e+00,0.000000e+00,0.000000e+00
50,6.857589e-03,0.000000e+00,0.000000e+00,0.000000e+00
51,7.005275e-03,0.000000e+00,0.000000e+00,0.000000e+00
52,7.052657e-03,0.000000e+00,0.000000e+00,0.000000e+00
53,7.175906e-03,0.000000e+00,0.000000e+00,0.000000e+00
54,7.197118e-03,0.000000e+00,0.000000e+00,0.000000e+00
55,7.254323e-03,0.000000e+00,0.000000e+00,0.000000e+00
56,7.358173e-03,0.000000e+00,0.000000e+00,0.000000e+00
57,7.353429e-03,0.000000e+00,0.000000e+00,0.000000e+00
58,7.419010e-03,0.000000e+00,0.000000e+00,0.000000e+00
59,7.372714e-03,0.000000e+00,0.000000e+00,0.000000e+00
60,7.425830e-03,0.000000e+00,0.000000e+00,0.000000e+00
61,7.457956e-03,0.000000e+00,0.000000e+00,0.000000e+00
62,7.499102e-03,0.000000e+00,0.000000e+00,0.000000e+00
63,7.556475e-03,0.000000e+00,0.000000e+00,0.000000e+00
64,7.573422e-03,0.000000e+00,0.000000e+00,0.000000e+00
65,7.539755e-03,0.000000e+00,0.000000e+00,0.000000e+00
66,7.587139e-03,0.000000e+00,0.000000e+00,0.000000e+00
67,7.596489e-03,0.000000e+00,0.000000e+00,0.000000e+00
68,7.624228e-03,0.000000e+00,0.000000e+00,0.000000e+00
69,7.620011e-03,0.000000e+00,0.000000e+00,0.000000e+00
70,7.614786e-03,0.000000e+00,0.000000e+00,0.000000e+00
71,7.625224e-03,0.000000e+00,0.000000e+00,0.000000e+00
72,7.658299e-03,0.000000e+00,0.000000e+00,0.000000e+00
73,7.706171e-03,0.000000e+00,0.000000e+00,0.000000e+00
74,7.678796e-03,0.000000e+00,0.000000e+00,0.000000e+00
75,7.642246e-03,0.000000e+00,0.000000e+00,0.000000e+00
76,7.690521e-03,0.000000e+00,0.000000e+00,0.000000e+00
77,7.619073e-03,0.000000e+00,0.000000e+00,0.000000e+00
78,7.652918e-03,0.000000e+00,0.000000e+00,0.000000e+00
79,7.622047e-03,0.000000e+00,0.000000e+00,0.000000e+00
80,7.602313e-03,0.000000e+00,0.000000e+00,0.000000e+00
81,7.634930e-03,0.000000e+00,0.000000e+00,0.000000e+00
82,7.640808e-03,0.000000e+00,0.000000e+00,0.000000e+00
83,7.549875e-03,0.000000e+00,0.000000e+00,0.000000e+00
84,7.563923e-03,0.000000e+00,0.000000e+00,0.000000e+00
85,7.617652e-03,0.000000e+00,0.000000e+00,0.000000e+00
86,7.549861e-03,0.000000e+00,0.000000e+00,0.000000e+00
87,7.528744e-03,0.000000e+00,0.000000e+00,0.000000e+00
88,7.526554e-03,0.000000e+00,0.000000e+00,0.000000e+00
89,7.514225e-03,0.000000e+00,0.000000e+00,0.000000e+00
90,7.513505e-03,0.000000e+00,0.000000e+00,0.000000e+00
91,7.485307e-03,0.000000e+00,0.000000e+00,0.000000e+00
