epoch,knn_accuracy_train,knn_accuracy_test
50,4.535280e-01,2.246094e-01
100,5.325831e-01,2.880859e-01
150,5.713976e-01,3.574219e-01
200,6.202567e-01,3.886719e-01
250,6.448413e-01,4.199219e-01
300,6.464224e-01,4.208984e-01
