epoch,loss
1,1.443921e-01
2,9.790066e-02
3,6.606422e-02
4,4.553933e-02
5,3.848163e-02
6,3.529222e-02
7,3.694147e-02
8,4.000319e-02
9,4.383250e-02
10,4.856265e-02
11,5.308054e-02
12,5.912874e-02
13,6.219779e-02
14,6.552353e-02
15,6.886998e-02
16,7.116221e-02
17,7.327013e-02
18,7.537044e-02
19,7.650266e-02
20,7.812812e-02
21,7.985663e-02
22,8.214489e-02
23,8.304790e-02
24,8.347364e-02
25,8.401705e-02
26,8.572055e-02
27,8.589599e-02
28,8.604752e-02
29,8.496834e-02
30,8.531347e-02
31,8.516055e-02
32,8.546077e-02
33,8.708012e-02
34,8.545185e-02
35,8.440801e-02
36,8.433281e-02
37,8.408446e-02
38,8.353510e-02
39,8.350660e-02
40,8.327421e-02
41,8.450145e-02
42,8.338961e-02
43,8.241774e-02
44,8.147664e-02
45,8.034484e-02
46,7.941102e-02
47,7.836424e-02
48,7.739647e-02
49,7.701627e-02
50,7.523620e-02
51,7.604171e-02
52,7.550942e-02
53,7.433427e-02
54,7.402150e-02
55,7.403150e-02
56,7.395452e-02
57,7.318495e-02
58,7.312752e-02
59,7.267073e-02
60,7.281743e-02
61,7.252364e-02
62,7.234974e-02
63,7.182368e-02
64,7.210264e-02
65,7.197659e-02
66,7.439195e-02
67,7.250988e-02
68,7.190769e-02
69,7.235253e-02
70,7.221857e-02
71,7.224192e-02
72,7.195225e-02
73,7.181259e-02
74,7.231113e-02
75,7.265542e-02
76,7.304463e-02
77,7.317658e-02
78,7.360471e-02
79,7.365826e-02
80,7.379239e-02
81,7.447309e-02
82,7.417995e-02
83,7.521064e-02
84,7.515583e-02
85,7.598104e-02
86,7.601214e-02
87,7.631666e-02
88,7.776575e-02
89,7.772174e-02
90,7.878689e-02
91,7.828461e-02
92,7.897402e-02
93,7.996425e-02
94,8.094421e-02
95,8.098078e-02
96,8.201363e-02
97,8.225981e-02
98,8.302298e-02
99,8.338261e-02
100,8.408816e-02
101,8.542410e-02
102,8.576916e-02
103,8.639998e-02
104,8.721719e-02
105,8.796532e-02
106,8.898631e-02
107,8.963235e-02
108,9.015006e-02
109,9.171288e-02
110,9.234022e-02
