epoch,knn_accuracy_train,knn_accuracy_test
50,4.704241e-01,2.352431e-01
100,5.704675e-01,3.550347e-01
150,6.247830e-01,4.114583e-01
200,6.554439e-01,4.383681e-01
250,6.731151e-01,4.644097e-01
300,6.733941e-01,4.296875e-01
