epoch,itr,L2,PKT,L2_PKT,L2_PKT_scaled,PKT_full
epoch,itr,L2,PKT,L2_PKT,L2_PKT_scaled,PKT_full
1,79,1.478459e-01,4.293667e-02,1.907826e-01,4.441513e+00,1.561002e-05
1,80,1.777423e-01,4.320415e-02,2.209464e-01,4.498158e+00,1.481365e-05
1,80,1.777423e-01,4.320415e-02,2.209464e-01,4.498158e+00,1.481365e-05
1,81,1.459924e-01,3.418083e-02,1.801732e-01,3.564075e+00,1.182888e-05
1,81,1.459924e-01,3.418083e-02,1.801732e-01,3.564075e+00,1.182888e-05
1,82,1.480101e-01,4.064684e-02,1.886570e-01,4.212694e+00,1.541436e-05
1,82,1.480101e-01,4.064684e-02,1.886570e-01,4.212694e+00,1.541436e-05
1,83,1.568472e-01,3.681330e-02,1.936605e-01,3.838178e+00,1.123739e-05
1,83,1.568472e-01,3.681330e-02,1.936605e-01,3.838178e+00,1.123739e-05
1,84,1.843412e-01,5.117641e-02,2.355176e-01,5.301982e+00,1.725566e-05
1,84,1.843412e-01,5.117641e-02,2.355176e-01,5.301982e+00,1.725566e-05
1,85,1.721939e-01,4.146771e-02,2.136616e-01,4.318965e+00,1.501934e-05
1,85,1.721939e-01,4.146771e-02,2.136616e-01,4.318965e+00,1.501934e-05
1,86,1.774534e-01,3.789441e-02,2.153478e-01,3.966895e+00,1.431930e-05
1,86,1.774534e-01,3.789441e-02,2.153478e-01,3.966895e+00,1.431930e-05
1,87,1.431537e-01,5.587255e-02,1.990262e-01,5.730409e+00,2.275888e-05
1,87,1.431537e-01,5.587255e-02,1.990262e-01,5.730409e+00,2.275888e-05
1,88,1.822857e-01,4.066998e-02,2.229556e-01,4.249284e+00,1.632984e-05
1,88,1.822857e-01,4.066998e-02,2.229556e-01,4.249284e+00,1.632984e-05
1,89,1.770183e-01,4.289611e-02,2.199144e-01,4.466630e+00,1.660069e-05
1,89,1.770183e-01,4.289611e-02,2.199144e-01,4.466630e+00,1.660069e-05
1,90,1.542441e-01,4.719596e-02,2.014400e-01,4.873840e+00,1.726611e-05
1,90,1.542441e-01,4.719596e-02,2.014400e-01,4.873840e+00,1.726611e-05
1,91,1.427048e-01,4.645788e-02,1.891626e-01,4.788493e+00,1.531790e-05
1,91,1.427048e-01,4.645788e-02,1.891626e-01,4.788493e+00,1.531790e-05
1,92,1.557586e-01,4.575234e-02,2.015109e-01,4.730992e+00,1.470354e-05
1,92,1.557586e-01,4.575234e-02,2.015109e-01,4.730992e+00,1.470354e-05
1,93,1.731314e-01,5.370431e-02,2.268357e-01,5.543563e+00,1.851825e-05
1,93,1.731314e-01,5.370431e-02,2.268357e-01,5.543563e+00,1.851825e-05
1,94,1.661447e-01,5.844671e-02,2.245914e-01,6.010816e+00,2.040941e-05
1,94,1.661447e-01,5.844671e-02,2.245914e-01,6.010816e+00,2.040941e-05
1,95,1.598435e-01,5.570555e-02,2.155490e-01,5.730399e+00,2.018237e-05
1,95,1.598435e-01,5.570555e-02,2.155490e-01,5.730399e+00,2.018237e-05
1,96,1.956090e-01,5.391975e-02,2.495287e-01,5.587584e+00,1.795244e-05
1,96,1.956090e-01,5.391975e-02,2.495287e-01,5.587584e+00,1.795244e-05
1,97,1.655741e-01,4.682934e-02,2.124034e-01,4.848507e+00,1.874988e-05
1,97,1.655741e-01,4.682934e-02,2.124034e-01,4.848507e+00,1.874988e-05
1,98,1.684643e-01,5.570784e-02,2.241722e-01,5.739248e+00,1.858672e-05
1,98,1.684643e-01,5.570784e-02,2.241722e-01,5.739248e+00,1.858672e-05
1,99,1.884708e-01,5.544868e-02,2.439194e-01,5.733339e+00,1.898230e-05
1,99,1.884708e-01,5.544868e-02,2.439194e-01,5.733339e+00,1.898230e-05
1,100,1.733218e-01,5.385168e-02,2.271735e-01,5.558490e+00,1.841137e-05
1,100,1.733218e-01,5.385168e-02,2.271735e-01,5.558490e+00,1.841137e-05
1,101,1.779324e-01,5.507010e-02,2.330025e-01,5.684942e+00,1.895820e-05
1,101,1.779324e-01,5.507010e-02,2.330025e-01,5.684942e+00,1.895820e-05
1,102,1.389215e-01,5.549512e-02,1.944166e-01,5.688434e+00,2.049755e-05
1,102,1.389215e-01,5.549512e-02,1.944166e-01,5.688434e+00,2.049755e-05
1,103,1.741301e-01,5.264482e-02,2.267749e-01,5.438612e+00,1.850364e-05
1,103,1.741301e-01,5.264482e-02,2.267749e-01,5.438612e+00,1.850364e-05
1,104,1.839468e-01,5.673683e-02,2.406836e-01,5.857629e+00,2.389465e-05
1,104,1.839468e-01,5.673683e-02,2.406836e-01,5.857629e+00,2.389465e-05
1,105,1.562439e-01,6.506868e-02,2.213126e-01,6.663112e+00,2.327665e-05
1,105,1.562439e-01,6.506868e-02,2.213126e-01,6.663112e+00,2.327665e-05
1,106,1.757084e-01,6.183453e-02,2.375429e-01,6.359161e+00,2.080471e-05
1,106,1.757084e-01,6.183453e-02,2.375429e-01,6.359161e+00,2.080471e-05
1,107,1.658071e-01,5.073049e-02,2.165376e-01,5.238856e+00,1.758266e-05
1,107,1.658071e-01,5.073049e-02,2.165376e-01,5.238856e+00,1.758266e-05
1,108,1.661465e-01,4.186410e-02,2.080106e-01,4.352556e+00,1.472129e-05
1,108,1.661465e-01,4.186410e-02,2.080106e-01,4.352556e+00,1.472129e-05
2,0,1.721724e-01,5.568852e-02,2.278610e-01,5.741025e+00,1.887702e-05
2,0,1.721724e-01,5.568852e-02,2.278610e-01,5.741025e+00,1.887702e-05
2,1,1.581285e-01,5.975007e-02,2.178785e-01,6.133136e+00,2.103968e-05
2,1,1.581285e-01,5.975007e-02,2.178785e-01,6.133136e+00,2.103968e-05
2,2,1.861850e-01,6.234788e-02,2.485329e-01,6.420973e+00,2.175855e-05
2,2,1.861850e-01,6.234788e-02,2.485329e-01,6.420973e+00,2.175855e-05
2,3,2.210404e-01,5.752332e-02,2.785637e-01,5.973372e+00,2.226140e-05
2,3,2.210404e-01,5.752332e-02,2.785637e-01,5.973372e+00,2.226140e-05
2,4,1.581929e-01,4.815849e-02,2.063514e-01,4.974041e+00,1.772451e-05
2,4,1.581929e-01,4.815849e-02,2.063514e-01,4.974041e+00,1.772451e-05
2,5,1.704236e-01,5.232304e-02,2.227466e-01,5.402727e+00,1.998444e-05
2,5,1.704236e-01,5.232304e-02,2.227466e-01,5.402727e+00,1.998444e-05
2,6,1.372761e-01,5.917059e-02,1.964467e-01,6.054335e+00,2.121760e-05
2,6,1.372761e-01,5.917059e-02,1.964467e-01,6.054335e+00,2.121760e-05
2,7,1.444235e-01,4.929660e-02,1.937201e-01,5.074083e+00,1.833264e-05
2,7,1.444235e-01,4.929660e-02,1.937201e-01,5.074083e+00,1.833264e-05
2,8,1.520411e-01,4.977186e-02,2.018130e-01,5.129227e+00,1.734621e-05
2,8,1.520411e-01,4.977186e-02,2.018130e-01,5.129227e+00,1.734621e-05
2,9,1.617665e-01,7.583585e-02,2.376024e-01,7.745352e+00,2.543382e-05
2,9,1.617665e-01,7.583585e-02,2.376024e-01,7.745352e+00,2.543382e-05
2,10,1.536496e-01,4.954273e-02,2.031924e-01,5.107923e+00,1.647211e-05
2,10,1.536496e-01,4.954273e-02,2.031924e-01,5.107923e+00,1.647211e-05
2,11,1.575582e-01,5.159291e-02,2.091511e-01,5.316849e+00,1.919506e-05
2,11,1.575582e-01,5.159291e-02,2.091511e-01,5.316849e+00,1.919506e-05
2,12,1.619495e-01,5.406788e-02,2.160174e-01,5.568737e+00,1.980659e-05
2,12,1.619495e-01,5.406788e-02,2.160174e-01,5.568737e+00,1.980659e-05
2,13,1.259162e-01,5.214032e-02,1.780565e-01,5.339948e+00,1.917184e-05
2,13,1.259162e-01,5.214032e-02,1.780565e-01,5.339948e+00,1.917184e-05
2,14,1.451062e-01,5.403375e-02,1.991399e-01,5.548481e+00,1.786075e-05
2,14,1.451062e-01,5.403375e-02,1.991399e-01,5.548481e+00,1.786075e-05
2,15,1.632994e-01,6.779847e-02,2.310979e-01,6.943146e+00,2.384250e-05
2,15,1.632994e-01,6.779847e-02,2.310979e-01,6.943146e+00,2.384250e-05
2,16,1.489236e-01,5.327426e-02,2.021979e-01,5.476350e+00,1.982835e-05
2,16,1.489236e-01,5.327426e-02,2.021979e-01,5.476350e+00,1.982835e-05
2,17,1.365906e-01,4.565153e-02,1.822422e-01,4.701743e+00,1.673622e-05
2,17,1.365906e-01,4.565153e-02,1.822422e-01,4.701743e+00,1.673622e-05
2,18,1.408167e-01,4.576894e-02,1.865856e-01,4.717710e+00,1.673443e-05
2,18,1.408167e-01,4.576894e-02,1.865856e-01,4.717710e+00,1.673443e-05
2,19,1.359960e-01,5.566912e-02,1.916651e-01,5.702908e+00,1.885236e-05
2,19,1.359960e-01,5.566912e-02,1.916651e-01,5.702908e+00,1.885236e-05
2,20,1.471652e-01,6.363399e-02,2.107992e-01,6.510564e+00,2.474166e-05
2,20,1.471652e-01,6.363399e-02,2.107992e-01,6.510564e+00,2.474166e-05
2,21,1.254466e-01,5.415146e-02,1.795981e-01,5.540593e+00,1.979724e-05
2,21,1.254466e-01,5.415146e-02,1.795981e-01,5.540593e+00,1.979724e-05
2,22,1.550173e-01,5.581558e-02,2.108329e-01,5.736576e+00,2.101361e-05
2,22,1.550173e-01,5.581558e-02,2.108329e-01,5.736576e+00,2.101361e-05
2,23,1.782815e-01,5.446383e-02,2.327454e-01,5.624664e+00,1.827834e-05
2,23,1.782815e-01,5.446383e-02,2.327454e-01,5.624664e+00,1.827834e-05
2,24,1.549750e-01,5.200405e-02,2.069791e-01,5.355379e+00,1.782381e-05
2,24,1.549750e-01,5.200405e-02,2.069791e-01,5.355379e+00,1.782381e-05
2,25,1.743764e-01,5.068658e-02,2.250630e-01,5.243035e+00,1.768761e-05
2,25,1.743764e-01,5.068658e-02,2.250630e-01,5.243035e+00,1.768761e-05
2,26,1.789979e-01,6.668128e-02,2.456791e-01,6.847126e+00,2.447679e-05
2,26,1.789979e-01,6.668128e-02,2.456791e-01,6.847126e+00,2.447679e-05
2,27,1.581488e-01,5.749417e-02,2.156429e-01,5.907565e+00,1.824923e-05
2,27,1.581488e-01,5.749417e-02,2.156429e-01,5.907565e+00,1.824923e-05
2,28,1.568437e-01,4.270295e-02,1.995467e-01,4.427138e+00,1.631082e-05
2,28,1.568437e-01,4.270295e-02,1.995467e-01,4.427138e+00,1.631082e-05
2,29,1.615143e-01,5.433787e-02,2.158521e-01,5.595301e+00,1.888214e-05
2,29,1.615143e-01,5.433787e-02,2.158521e-01,5.595301e+00,1.888214e-05
2,30,1.749438e-01,5.739010e-02,2.323339e-01,5.913954e+00,1.908287e-05
2,30,1.749438e-01,5.739010e-02,2.323339e-01,5.913954e+00,1.908287e-05
2,31,1.458384e-01,5.764873e-02,2.034871e-01,5.910711e+00,2.033937e-05
2,31,1.458384e-01,5.764873e-02,2.034871e-01,5.910711e+00,2.033937e-05
2,32,1.694972e-01,5.267693e-02,2.221741e-01,5.437190e+00,1.802807e-05
2,32,1.694972e-01,5.267693e-02,2.221741e-01,5.437190e+00,1.802807e-05
2,33,1.744011e-01,4.574493e-02,2.201460e-01,4.748895e+00,1.709744e-05
2,33,1.744011e-01,4.574493e-02,2.201460e-01,4.748895e+00,1.709744e-05
2,34,1.632851e-01,4.311550e-02,2.064006e-01,4.474834e+00,1.410286e-05
2,34,1.632851e-01,4.311550e-02,2.064006e-01,4.474834e+00,1.410286e-05
2,35,1.625895e-01,4.445654e-02,2.070460e-01,4.608243e+00,1.560252e-05
2,35,1.625895e-01,4.445654e-02,2.070460e-01,4.608243e+00,1.560252e-05
2,36,1.397682e-01,4.956139e-02,1.893296e-01,5.095907e+00,1.673860e-05
2,36,1.397682e-01,4.956139e-02,1.893296e-01,5.095907e+00,1.673860e-05
2,37,1.492316e-01,4.810553e-02,1.973371e-01,4.959784e+00,1.911922e-05
2,37,1.492316e-01,4.810553e-02,1.973371e-01,4.959784e+00,1.911922e-05
2,38,1.941159e-01,5.565301e-02,2.497689e-01,5.759418e+00,1.985953e-05
2,38,1.941159e-01,5.565301e-02,2.497689e-01,5.759418e+00,1.985953e-05
2,39,1.501087e-01,4.741831e-02,1.975270e-01,4.891940e+00,1.700187e-05
2,39,1.501087e-01,4.741831e-02,1.975270e-01,4.891940e+00,1.700187e-05
2,40,1.869472e-01,6.038794e-02,2.473352e-01,6.225741e+00,1.946363e-05
2,40,1.869472e-01,6.038794e-02,2.473352e-01,6.225741e+00,1.946363e-05
2,41,1.788751e-01,4.242147e-02,2.212965e-01,4.421021e+00,1.643667e-05
2,41,1.788751e-01,4.242147e-02,2.212965e-01,4.421021e+00,1.643667e-05
2,42,1.365765e-01,5.829611e-02,1.948726e-01,5.966187e+00,1.965956e-05
2,42,1.365765e-01,5.829611e-02,1.948726e-01,5.966187e+00,1.965956e-05
2,43,1.533006e-01,4.164812e-02,1.949487e-01,4.318112e+00,1.446671e-05
2,43,1.533006e-01,4.164812e-02,1.949487e-01,4.318112e+00,1.446671e-05
2,44,1.659437e-01,5.172662e-02,2.176703e-01,5.338605e+00,1.846121e-05
2,44,1.659437e-01,5.172662e-02,2.176703e-01,5.338605e+00,1.846121e-05
2,45,1.633542e-01,5.308960e-02,2.164438e-01,5.472315e+00,1.765295e-05
2,45,1.633542e-01,5.308960e-02,2.164438e-01,5.472315e+00,1.765295e-05
2,46,1.982846e-01,6.615202e-02,2.644366e-01,6.813487e+00,2.223104e-05
2,46,1.982846e-01,6.615202e-02,2.644366e-01,6.813487e+00,2.223104e-05
