epoch,loss
1,1.431667e-01
2,9.571677e-02
3,6.979568e-02
4,4.741362e-02
5,3.772208e-02
6,3.346218e-02
7,3.412862e-02
8,3.637567e-02
9,3.945114e-02
10,4.309023e-02
11,4.813513e-02
12,5.407535e-02
13,5.781402e-02
14,6.203443e-02
15,6.663560e-02
16,7.018217e-02
17,7.433845e-02
18,7.808904e-02
19,8.063159e-02
20,8.419843e-02
21,8.765659e-02
22,9.103997e-02
23,9.326786e-02
24,9.625529e-02
25,9.839989e-02
26,1.016042e-01
27,1.030382e-01
28,1.047388e-01
29,1.053921e-01
30,1.080938e-01
31,1.104838e-01
32,1.124640e-01
33,1.133449e-01
34,1.160039e-01
35,1.161018e-01
36,1.171494e-01
37,1.186177e-01
38,1.193255e-01
39,1.207897e-01
40,1.223257e-01
41,1.238328e-01
42,1.236081e-01
43,1.238180e-01
44,1.236685e-01
45,1.244719e-01
46,1.248843e-01
47,1.241916e-01
48,1.241977e-01
49,1.244721e-01
50,1.227494e-01
51,1.235284e-01
52,1.232589e-01
53,1.233845e-01
54,1.233418e-01
55,1.228768e-01
56,1.226268e-01
57,1.210940e-01
58,1.217863e-01
59,1.206624e-01
60,1.204791e-01
61,1.196145e-01
62,1.192826e-01
63,1.182655e-01
64,1.179130e-01
65,1.177900e-01
66,1.172483e-01
67,1.177263e-01
68,1.164106e-01
69,1.163210e-01
70,1.154227e-01
71,1.163207e-01
72,1.139862e-01
73,1.128380e-01
74,1.129907e-01
75,1.128967e-01
76,1.131271e-01
77,1.122439e-01
78,1.130467e-01
79,1.115246e-01
80,1.113798e-01
81,1.117706e-01
82,1.109803e-01
83,1.120161e-01
84,1.109655e-01
85,1.115521e-01
86,1.109531e-01
87,1.109284e-01
88,1.119558e-01
89,1.115378e-01
90,1.122776e-01
91,1.109486e-01
92,1.113849e-01
93,1.119425e-01
94,1.126658e-01
95,1.116142e-01
96,1.124837e-01
97,1.115760e-01
98,1.124299e-01
99,1.121617e-01
100,1.123277e-01
101,1.134091e-01
102,1.164698e-01
103,1.134511e-01
104,1.137212e-01
105,1.134156e-01
106,1.136463e-01
107,1.135880e-01
108,1.139802e-01
109,1.151103e-01
110,1.142332e-01
111,1.145628e-01
112,1.159972e-01
113,1.159286e-01
114,1.168322e-01
115,1.182725e-01
116,1.190497e-01
117,1.181450e-01
118,1.198296e-01
119,1.200585e-01
120,1.211834e-01
121,1.212792e-01
122,1.225369e-01
123,1.229238e-01
124,1.228794e-01
125,1.233750e-01
126,1.242180e-01
127,1.243225e-01
128,1.255768e-01
129,1.275054e-01
130,1.277205e-01
131,1.274109e-01
132,1.293004e-01
133,1.282403e-01
134,1.309662e-01
135,1.309897e-01
136,1.318998e-01
137,1.334881e-01
138,1.356095e-01
139,1.353715e-01
140,1.380837e-01
141,1.363476e-01
142,1.381505e-01
143,1.405059e-01
144,1.415916e-01
145,1.408169e-01
146,1.420975e-01
147,1.425943e-01
148,1.432440e-01
149,1.463625e-01
150,1.470187e-01
151,1.491068e-01
152,1.500178e-01
153,1.505316e-01
154,1.520731e-01
155,1.535640e-01
156,1.533813e-01
157,1.545225e-01
158,1.565464e-01
159,1.561912e-01
160,1.586583e-01
161,1.579954e-01
162,1.596251e-01
163,1.606057e-01
164,1.613787e-01
165,1.634150e-01
166,1.632347e-01
167,1.654223e-01
168,1.669244e-01
169,1.671259e-01
170,1.694301e-01
171,1.698702e-01
172,1.688324e-01
173,1.709148e-01
174,1.717653e-01
175,1.722902e-01
176,1.748262e-01
177,1.769701e-01
178,1.749085e-01
179,1.766792e-01
180,1.779223e-01
181,1.778492e-01
182,1.776633e-01
183,1.798833e-01
184,1.772715e-01
185,1.811119e-01
186,1.797457e-01
187,1.830903e-01
188,1.839253e-01
189,1.838960e-01
190,1.828123e-01
191,1.847027e-01
192,1.847422e-01
193,1.878301e-01
194,1.870866e-01
195,1.882197e-01
196,1.883988e-01
197,1.893687e-01
198,1.905790e-01
199,1.900366e-01
200,1.893111e-01
201,1.913113e-01
202,1.912748e-01
203,1.912374e-01
204,1.930226e-01
205,1.924716e-01
206,1.916398e-01
207,1.966639e-01
208,1.940575e-01
209,1.933286e-01
210,1.959346e-01
211,1.952117e-01
212,1.957591e-01
213,1.965362e-01
214,1.960054e-01
215,1.965159e-01
216,1.981586e-01
217,1.981996e-01
218,1.969167e-01
219,1.970176e-01
220,1.986300e-01
221,1.989167e-01
222,1.999874e-01
223,1.981298e-01
224,2.009026e-01
225,2.040418e-01
226,2.001763e-01
227,2.011147e-01
228,2.025594e-01
229,2.002565e-01
230,1.998972e-01
231,2.006753e-01
232,2.010111e-01
233,2.004598e-01
234,2.019815e-01
235,2.031423e-01
236,2.021462e-01
237,2.030680e-01
238,2.029609e-01
239,2.017075e-01
240,2.044126e-01
241,2.036344e-01
242,2.030105e-01
243,2.057567e-01
244,2.061098e-01
245,2.063326e-01
246,2.065570e-01
247,2.052969e-01
248,2.070503e-01
249,2.049026e-01
250,2.041661e-01
251,2.067363e-01
252,2.042374e-01
253,2.042638e-01
254,2.065767e-01
255,2.077738e-01
256,2.058598e-01
257,2.064089e-01
258,2.049916e-01
259,2.047850e-01
260,2.048234e-01
261,2.074976e-01
262,2.036207e-01
263,2.054192e-01
264,2.044194e-01
265,2.042528e-01
266,2.050642e-01
267,2.071900e-01
268,2.075967e-01
269,2.078581e-01
270,2.063427e-01
271,2.082168e-01
272,2.081548e-01
273,2.086928e-01
274,2.067210e-01
275,2.076393e-01
276,2.065350e-01
277,2.061852e-01
278,2.045712e-01
279,2.049513e-01
280,2.068628e-01
281,2.070188e-01
282,2.063380e-01
283,2.062591e-01
284,2.073397e-01
285,2.049101e-01
286,2.086144e-01
287,2.087606e-01
288,2.100748e-01
289,2.095962e-01
290,2.081570e-01
291,2.084080e-01
292,2.051851e-01
293,2.048378e-01
294,2.040800e-01
295,2.056970e-01
296,2.051861e-01
297,2.062172e-01
298,2.060180e-01
299,2.089572e-01
300,2.049844e-01
301,2.073010e-01
302,2.085456e-01
303,2.065155e-01
304,2.088458e-01
305,2.066808e-01
306,2.064516e-01
307,2.068587e-01
308,2.084606e-01
309,2.061489e-01
310,2.068340e-01
311,2.060410e-01
312,2.067948e-01
313,2.053703e-01
314,2.049445e-01
315,2.059467e-01
316,2.044337e-01
317,2.056225e-01
318,2.084493e-01
319,2.055545e-01
320,2.061504e-01
321,2.060302e-01
322,2.046009e-01
323,2.060333e-01
324,2.073047e-01
325,2.043115e-01
326,2.034846e-01
327,2.054972e-01
328,2.030784e-01
329,2.033634e-01
330,2.034193e-01
331,2.038176e-01
332,2.064235e-01
333,2.059948e-01
334,2.043359e-01
335,2.034544e-01
336,2.028524e-01
337,2.051820e-01
338,2.056481e-01
339,2.037937e-01
340,2.011931e-01
341,2.013923e-01
342,2.013702e-01
343,1.997725e-01
344,2.010302e-01
345,2.035791e-01
346,2.042655e-01
347,2.014063e-01
348,2.028063e-01
349,2.017868e-01
350,2.017564e-01
351,2.029754e-01
352,2.014618e-01
353,2.035776e-01
354,2.021607e-01
355,1.994693e-01
356,2.018638e-01
357,2.015548e-01
358,1.989184e-01
359,1.998476e-01
360,2.013792e-01
361,2.004915e-01
362,1.987634e-01
363,1.998977e-01
364,1.970524e-01
365,1.987677e-01
366,2.010363e-01
367,1.982384e-01
368,1.965051e-01
369,1.973863e-01
370,1.993813e-01
371,2.011901e-01
372,1.975192e-01
373,1.990976e-01
374,1.984063e-01
375,1.984240e-01
376,1.981334e-01
377,1.986635e-01
378,1.968751e-01
379,1.960005e-01
380,1.944552e-01
381,1.964268e-01
382,1.970868e-01
383,1.973004e-01
384,1.933306e-01
385,1.972597e-01
386,1.931660e-01
387,1.929783e-01
388,1.966570e-01
389,1.957822e-01
390,1.955751e-01
391,1.937442e-01
392,1.937467e-01
393,1.956671e-01
394,1.936507e-01
395,1.940291e-01
396,1.931835e-01
397,1.953863e-01
398,1.938942e-01
399,1.895738e-01
400,1.893663e-01
401,1.907793e-01
402,1.905192e-01
403,1.911343e-01
404,1.916098e-01
405,1.917925e-01
406,1.902074e-01
407,1.905780e-01
408,1.909936e-01
409,1.901698e-01
410,1.918044e-01
411,1.908398e-01
412,1.900238e-01
413,1.887067e-01
414,1.902478e-01
415,1.893315e-01
416,1.883996e-01
417,1.870643e-01
418,1.855644e-01
419,1.871067e-01
420,1.857329e-01
421,1.844681e-01
422,1.863739e-01
423,1.878563e-01
424,1.828567e-01
425,1.846931e-01
426,1.843499e-01
427,1.864514e-01
428,1.842154e-01
429,1.853210e-01
430,1.848991e-01
431,1.845851e-01
432,1.830235e-01
433,1.820800e-01
434,1.827286e-01
435,1.852499e-01
436,1.815623e-01
437,1.795554e-01
438,1.801391e-01
439,1.786944e-01
440,1.782203e-01
441,1.773438e-01
442,1.801166e-01
443,1.798065e-01
444,1.785571e-01
445,1.787382e-01
446,1.790754e-01
447,1.775648e-01
448,1.786323e-01
449,1.799139e-01
450,1.782789e-01
451,1.771354e-01
452,1.777541e-01
453,1.770802e-01
454,1.774928e-01
455,1.753804e-01
456,1.760582e-01
457,1.752146e-01
458,1.750295e-01
459,1.771270e-01
460,1.746235e-01
461,1.744573e-01
462,1.736885e-01
463,1.735515e-01
464,1.735346e-01
465,1.730677e-01
466,1.723000e-01
467,1.717194e-01
468,1.710081e-01
469,1.716813e-01
470,1.708247e-01
471,1.723706e-01
472,1.715405e-01
473,1.715890e-01
474,1.704058e-01
475,1.712321e-01
476,1.686722e-01
477,1.698344e-01
478,1.707118e-01
479,1.692914e-01
480,1.676786e-01
481,1.688618e-01
482,1.677256e-01
483,1.680330e-01
484,1.692445e-01
485,1.667486e-01
486,1.670053e-01
487,1.661353e-01
488,1.653905e-01
489,1.655771e-01
490,1.675279e-01
491,1.647442e-01
492,1.650698e-01
493,1.664085e-01
494,1.639764e-01
495,1.632331e-01
496,1.639944e-01
497,1.627303e-01
498,1.619493e-01
499,1.615498e-01
500,1.626621e-01
501,1.616048e-01
502,1.621996e-01
503,1.618318e-01
504,1.611113e-01
505,1.618535e-01
506,1.616290e-01
507,1.624631e-01
508,1.595287e-01
509,1.581494e-01
510,1.597225e-01
511,1.594276e-01
512,1.606448e-01
513,1.594995e-01
514,1.592695e-01
515,1.578817e-01
516,1.574841e-01
517,1.578706e-01
518,1.577130e-01
519,1.580645e-01
520,1.564578e-01
521,1.555174e-01
522,1.570238e-01
523,1.578759e-01
524,1.557030e-01
525,1.559730e-01
526,1.556216e-01
527,1.566120e-01
528,1.547142e-01
529,1.553479e-01
530,1.548303e-01
531,1.548739e-01
532,1.542563e-01
533,1.527589e-01
