epoch,knn_accuracy_train,knn_accuracy_test
20,3.442460e-01,1.116071e-01
40,4.029328e-01,1.718750e-01
60,4.401662e-01,1.941964e-01
80,4.766865e-01,2.332589e-01
100,4.957527e-01,2.611607e-01
120,5.254526e-01,2.857143e-01
140,5.497892e-01,3.091518e-01
160,5.684214e-01,3.236607e-01
180,5.855655e-01,3.705357e-01
200,5.977493e-01,3.537946e-01
220,6.107391e-01,3.984375e-01
240,6.158854e-01,3.906250e-01
260,6.183656e-01,3.839286e-01
280,6.199467e-01,3.872768e-01
300,6.156374e-01,3.839286e-01
