epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,4.704523e-01,37.00000,36.00000,18904
1,1,3.845067e-01,36.00000,35.00000,1234
1,2,3.482656e-01,49.00000,35.00000,608
1,3,3.268238e-01,46.00000,35.00000,619
1,4,3.089980e-01,43.00000,35.00000,622
1,5,2.950846e-01,49.00000,30.00000,622
1,6,2.820926e-01,53.00000,30.00000,607
1,7,2.720334e-01,53.00000,30.00000,604
1,8,2.603205e-01,49.00000,30.00000,634
1,9,2.520559e-01,53.00000,30.00000,608
1,10,2.444228e-01,53.00000,30.00000,5380
1,11,2.352182e-01,43.00000,36.00000,602
1,12,2.289926e-01,35.00000,36.00000,603
1,13,2.195024e-01,49.00000,35.00000,636
1,14,2.113134e-01,49.00000,30.00000,633
1,15,2.066125e-01,53.00000,30.00000,618
1,16,2.013513e-01,53.00000,30.00000,628
1,17,1.943072e-01,41.00000,36.00000,657
1,18,1.874174e-01,53.00000,30.00000,612
1,19,1.812173e-01,53.00000,30.00000,603
1,20,1.758891e-01,49.00000,30.00000,7387
1,21,1.700715e-01,40.00000,35.00000,939
1,22,1.658703e-01,59.00000,30.00000,642
1,23,1.673553e-01,33.00000,40.00000,558
1,24,1.534022e-01,45.00000,35.00000,622
1,25,1.575730e-01,39.00000,36.00000,626
1,26,1.491203e-01,42.00000,36.00000,560
1,27,1.484319e-01,43.00000,35.00000,622
1,28,1.403263e-01,44.00000,36.00000,598
1,29,1.402532e-01,47.00000,35.00000,593
1,30,1.352458e-01,41.00000,35.00000,7053
1,31,1.331390e-01,36.00000,36.00000,602
1,32,1.313260e-01,53.00000,30.00000,604
1,33,1.272536e-01,57.00000,30.00000,625
1,34,1.236813e-01,44.00000,35.00000,592
1,35,1.274535e-01,57.00000,30.00000,624
1,36,1.206463e-01,42.00000,35.00000,594
1,37,1.204187e-01,41.00000,35.00000,606
1,38,1.166943e-01,54.00000,30.00000,633
1,39,1.135890e-01,46.00000,35.00000,634
1,40,1.187126e-01,25.00000,36.00000,7633
1,41,1.145366e-01,45.00000,35.00000,603
1,42,1.129460e-01,49.00000,30.00000,593
1,43,1.149274e-01,43.00000,36.00000,590
1,44,1.108764e-01,40.00000,35.00000,607
1,45,1.121463e-01,53.00000,30.00000,611
1,46,1.136583e-01,55.00000,30.00000,615
1,47,1.162974e-01,37.00000,35.00000,585
1,48,1.120299e-01,43.00000,36.00000,587
1,49,1.113551e-01,57.00000,30.00000,625
1,50,1.144341e-01,37.00000,35.00000,8370
1,51,1.162478e-01,25.00000,36.00000,590
1,52,1.120282e-01,49.00000,30.00000,603
1,53,1.134239e-01,49.00000,30.00000,618
1,54,1.115348e-01,46.00000,35.00000,615
1,55,1.070165e-01,57.00000,30.00000,639
1,56,1.123854e-01,43.00000,35.00000,587
1,57,1.163217e-01,43.00000,35.00000,594
1,58,1.126911e-01,41.00000,40.00000,605
1,59,1.144093e-01,47.00000,35.00000,622
1,60,1.144395e-01,54.00000,30.00000,7597
1,61,1.159499e-01,41.00000,35.00000,602
1,62,1.116862e-01,45.00000,35.00000,583
1,63,1.118919e-01,39.00000,36.00000,654
1,64,1.116718e-01,46.00000,35.00000,614
1,65,1.148924e-01,49.00000,30.00000,583
1,66,1.155104e-01,58.00000,30.00000,618
1,67,1.183382e-01,51.00000,35.00000,598
1,68,1.189148e-01,44.00000,35.00000,583
1,69,1.197017e-01,31.00000,36.00000,582
1,70,1.217498e-01,42.00000,36.00000,6697
1,71,1.211018e-01,54.00000,30.00000,601
2,0,1.155852e-01,55.00000,30.00000,654
2,1,1.217344e-01,41.00000,36.00000,4661
2,2,1.229948e-01,49.00000,30.00000,2771
