epoch,knn_accuracy_train,knn_accuracy_test
50,4.230531e-01,1.933594e-01
100,5.351562e-01,2.998047e-01
150,6.032986e-01,3.896484e-01
200,6.487165e-01,4.619141e-01
250,6.658606e-01,4.521484e-01
300,6.712550e-01,4.677734e-01
350,6.738281e-01,4.667969e-01
400,6.740451e-01,4.638672e-01
450,6.724020e-01,4.306641e-01
500,6.697049e-01,4.287109e-01
550,6.640315e-01,4.052734e-01
600,6.632875e-01,4.052734e-01
