epoch,loss,cross_mse,loss_itself
1,1.513132e-01,0.000000e+00,0.000000e+00
2,5.382659e-02,0.000000e+00,0.000000e+00
3,5.112644e-02,0.000000e+00,0.000000e+00
4,5.083904e-02,0.000000e+00,0.000000e+00
5,4.629864e-02,0.000000e+00,0.000000e+00
6,4.148172e-02,0.000000e+00,0.000000e+00
7,3.940930e-02,0.000000e+00,0.000000e+00
8,3.709846e-02,0.000000e+00,0.000000e+00
9,3.499147e-02,0.000000e+00,0.000000e+00
10,3.339523e-02,0.000000e+00,0.000000e+00
11,3.291501e-02,0.000000e+00,0.000000e+00
12,3.233125e-02,0.000000e+00,0.000000e+00
13,3.308181e-02,0.000000e+00,0.000000e+00
14,3.306547e-02,0.000000e+00,0.000000e+00
15,3.415245e-02,0.000000e+00,0.000000e+00
16,3.603215e-02,0.000000e+00,0.000000e+00
17,3.753278e-02,0.000000e+00,0.000000e+00
18,3.898163e-02,0.000000e+00,0.000000e+00
19,4.184999e-02,0.000000e+00,0.000000e+00
20,4.312274e-02,0.000000e+00,0.000000e+00
21,4.585829e-02,0.000000e+00,0.000000e+00
22,4.849282e-02,0.000000e+00,0.000000e+00
23,5.145967e-02,0.000000e+00,0.000000e+00
24,5.492165e-02,0.000000e+00,0.000000e+00
25,5.879830e-02,0.000000e+00,0.000000e+00
26,6.218341e-02,0.000000e+00,0.000000e+00
27,6.551968e-02,0.000000e+00,0.000000e+00
28,6.801077e-02,0.000000e+00,0.000000e+00
29,7.083996e-02,0.000000e+00,0.000000e+00
30,7.412565e-02,0.000000e+00,0.000000e+00
31,7.669698e-02,0.000000e+00,0.000000e+00
32,8.078986e-02,0.000000e+00,0.000000e+00
33,8.312797e-02,0.000000e+00,0.000000e+00
34,8.608847e-02,0.000000e+00,0.000000e+00
35,8.858124e-02,0.000000e+00,0.000000e+00
36,9.083560e-02,0.000000e+00,0.000000e+00
37,9.283940e-02,0.000000e+00,0.000000e+00
38,9.524252e-02,0.000000e+00,0.000000e+00
39,9.743669e-02,0.000000e+00,0.000000e+00
40,9.960186e-02,0.000000e+00,0.000000e+00
41,1.004365e-01,0.000000e+00,0.000000e+00
42,1.024809e-01,0.000000e+00,0.000000e+00
43,1.030365e-01,0.000000e+00,0.000000e+00
44,1.047665e-01,0.000000e+00,0.000000e+00
45,1.060856e-01,0.000000e+00,0.000000e+00
46,1.066593e-01,0.000000e+00,0.000000e+00
47,1.078726e-01,0.000000e+00,0.000000e+00
48,1.084415e-01,0.000000e+00,0.000000e+00
49,1.094793e-01,0.000000e+00,0.000000e+00
50,1.098278e-01,0.000000e+00,0.000000e+00
51,1.102777e-01,0.000000e+00,0.000000e+00
52,1.108017e-01,0.000000e+00,0.000000e+00
53,1.104903e-01,0.000000e+00,0.000000e+00
54,1.113782e-01,0.000000e+00,0.000000e+00
55,1.116957e-01,0.000000e+00,0.000000e+00
56,1.103278e-01,0.000000e+00,0.000000e+00
57,1.111286e-01,0.000000e+00,0.000000e+00
58,1.110074e-01,0.000000e+00,0.000000e+00
59,1.116431e-01,0.000000e+00,0.000000e+00
60,1.113503e-01,0.000000e+00,0.000000e+00
61,1.110761e-01,0.000000e+00,0.000000e+00
62,1.099138e-01,0.000000e+00,0.000000e+00
63,1.101535e-01,0.000000e+00,0.000000e+00
64,1.099504e-01,0.000000e+00,0.000000e+00
65,1.100295e-01,0.000000e+00,0.000000e+00
66,1.095941e-01,0.000000e+00,0.000000e+00
67,1.090629e-01,0.000000e+00,0.000000e+00
68,1.086333e-01,0.000000e+00,0.000000e+00
69,1.081250e-01,0.000000e+00,0.000000e+00
70,1.072547e-01,0.000000e+00,0.000000e+00
71,1.070485e-01,0.000000e+00,0.000000e+00
72,1.066110e-01,0.000000e+00,0.000000e+00
73,1.066872e-01,0.000000e+00,0.000000e+00
74,1.067689e-01,0.000000e+00,0.000000e+00
75,1.066045e-01,0.000000e+00,0.000000e+00
