epoch,knn_accuracy_train,knn_accuracy_test
50,3.964224e-01,1.533203e-01
100,4.818328e-01,2.421875e-01
150,5.600508e-01,3.378906e-01
200,6.087240e-01,4.042969e-01
250,6.488405e-01,4.648438e-01
300,6.687748e-01,4.912109e-01
350,6.716270e-01,4.824219e-01
400,6.704489e-01,4.707031e-01
450,6.687748e-01,4.589844e-01
500,6.663566e-01,4.453125e-01
550,6.654886e-01,4.335938e-01
600,6.625744e-01,4.287109e-01
