epoch,knn_accuracy_train,knn_accuracy_test
50,4.302765e-01,1.814236e-01
100,5.161830e-01,2.899306e-01
150,5.719556e-01,3.411458e-01
200,6.130022e-01,3.836806e-01
250,6.294333e-01,4.114583e-01
300,6.288752e-01,4.001736e-01
