epoch,loss
1,5.767613e-02
2,6.491248e-02
3,1.074483e-01
4,1.326660e-01
5,1.459045e-01
6,1.488619e-01
7,1.489665e-01
8,1.474347e-01
9,1.443665e-01
10,1.446596e-01
11,1.466430e-01
12,1.501698e-01
13,1.551615e-01
14,1.613288e-01
15,1.685833e-01
16,1.748538e-01
17,1.809768e-01
18,1.867151e-01
19,1.915369e-01
20,1.971192e-01
21,2.014347e-01
22,2.051147e-01
23,2.087252e-01
24,2.126452e-01
25,2.172107e-01
26,2.208578e-01
27,2.228933e-01
28,2.257328e-01
29,2.274433e-01
30,2.288790e-01
31,2.300284e-01
32,2.303544e-01
33,2.312192e-01
34,2.315820e-01
35,2.309483e-01
36,2.322805e-01
37,2.318918e-01
38,2.324732e-01
39,2.314622e-01
40,2.312026e-01
41,2.308890e-01
42,2.316411e-01
43,2.303191e-01
44,2.310666e-01
45,2.301444e-01
46,2.307859e-01
47,2.307977e-01
48,2.305245e-01
49,2.304738e-01
50,2.303466e-01
51,2.301416e-01
52,2.299208e-01
53,2.294272e-01
54,2.294693e-01
55,2.287432e-01
56,2.292488e-01
57,2.288814e-01
58,2.289656e-01
59,2.292695e-01
60,2.293454e-01
61,2.285124e-01
62,2.285959e-01
63,2.290378e-01
64,2.296727e-01
65,2.287359e-01
66,2.291810e-01
67,2.290420e-01
68,2.294432e-01
69,2.289676e-01
70,2.278925e-01
71,2.280899e-01
72,2.280808e-01
73,2.274171e-01
74,2.276604e-01
75,2.279374e-01
76,2.267608e-01
77,2.269544e-01
78,2.267983e-01
79,2.260303e-01
80,2.254062e-01
81,2.248548e-01
82,2.242909e-01
83,2.237840e-01
84,2.226251e-01
85,2.216810e-01
86,2.210991e-01
87,2.209193e-01
88,2.190007e-01
89,2.186476e-01
90,2.175465e-01
91,2.165263e-01
92,2.157025e-01
93,2.146868e-01
94,2.138271e-01
95,2.129174e-01
96,2.125426e-01
97,2.114964e-01
98,2.112415e-01
99,2.110976e-01
100,2.101219e-01
