epoch,knn_accuracy_train,knn_accuracy_test
100,7.079399e-01,5.666667e-01
200,7.143777e-01,5.646667e-01
300,7.288984e-01,5.903333e-01
400,7.399857e-01,6.160000e-01
500,7.562232e-01,6.406667e-01
