epoch,loss,variance
94,9.716420e-08,3.022970e-09
95,9.661400e-08,2.817655e-09
96,1.002165e-07,3.178388e-09
97,9.983504e-08,3.275105e-09
98,9.996546e-08,3.100944e-09
99,1.032071e-07,3.572190e-09
100,1.033464e-07,3.354582e-09
101,1.038762e-07,3.423815e-09
102,1.051546e-07,3.461152e-09
103,1.082703e-07,3.622422e-09
104,1.096447e-07,3.596783e-09
105,1.104448e-07,3.605596e-09
106,1.123765e-07,3.497393e-09
107,1.123441e-07,4.004738e-09
108,1.183882e-07,4.274801e-09
109,1.213927e-07,4.293316e-09
110,1.235681e-07,3.856172e-09
111,1.331103e-07,4.425881e-09
112,1.448977e-07,4.717297e-09
113,1.530462e-07,5.092091e-09
114,1.698599e-07,5.729170e-09
115,1.838563e-07,6.227007e-09
116,1.991837e-07,6.838512e-09
117,2.123735e-07,7.580368e-09
118,2.286638e-07,7.623119e-09
119,2.517346e-07,8.308881e-09
120,2.691768e-07,9.152072e-09
121,2.903080e-07,9.084468e-09
122,3.062308e-07,9.695392e-09
123,3.316869e-07,1.053251e-08
124,3.570471e-07,1.106581e-08
125,3.948255e-07,1.276125e-08
126,4.261418e-07,1.331020e-08
127,4.529912e-07,1.361052e-08
128,4.912658e-07,1.575908e-08
129,5.253397e-07,1.600980e-08
130,5.814434e-07,1.786736e-08
131,6.070344e-07,1.821628e-08
132,6.550261e-07,2.163250e-08
133,6.996301e-07,2.033139e-08
134,7.568066e-07,2.129802e-08
135,7.790479e-07,2.134624e-08
136,8.420122e-07,2.352839e-08
137,9.181876e-07,2.564665e-08
138,1.283692e-06,2.247566e-08
139,3.660519e-06,2.123968e-13
140,5.679861e-05,5.222201e-08
141,3.314192e-03,2.388906e-17
142,4.403535e-03,3.284355e-17
143,4.293736e-03,7.477036e-17
144,4.070990e-03,2.212586e-16
145,4.072140e-03,1.519509e-15
146,4.014478e-03,1.474810e-11
147,1.354989e-03,2.579270e-07
148,5.313974e-04,8.502357e-14
149,7.034606e-04,4.431392e-13
150,8.926213e-04,5.447104e-08
151,1.701083e-04,1.623596e-10
152,2.664079e-05,4.306976e-10
153,3.049334e-05,1.352672e-09
154,3.617808e-05,4.975994e-09
155,4.375505e-05,1.178358e-08
156,6.222954e-05,1.632836e-08
157,7.184669e-05,2.342288e-08
158,8.961673e-05,3.457099e-08
159,1.219331e-04,3.934492e-08
160,1.454861e-04,5.586459e-08
161,1.109930e-04,3.943121e-08
162,1.670635e-04,7.227901e-08
163,1.421292e-04,5.569179e-08
164,9.771784e-05,3.917394e-08
165,9.412840e-05,4.401578e-08
166,8.982258e-05,4.037286e-08
167,8.007623e-05,4.435021e-08
168,6.365254e-05,4.562791e-08
169,5.409637e-05,6.094594e-08
170,4.326788e-05,6.223784e-08
171,3.599468e-05,5.867422e-08
172,3.102402e-05,6.545854e-08
173,2.661950e-05,6.338910e-08
174,2.377246e-05,7.099433e-08
175,2.271184e-05,6.694063e-08
176,2.112553e-05,6.875649e-08
177,1.953999e-05,7.879174e-08
178,1.842732e-05,7.318929e-08
179,1.776394e-05,7.290576e-08
180,1.779275e-05,7.322638e-08
181,1.843930e-05,8.155471e-08
182,1.844697e-05,7.222345e-08
183,1.973577e-05,8.504914e-08
184,2.183332e-05,9.931873e-08
185,2.478768e-05,1.241662e-07
186,2.621709e-05,1.384213e-07
187,2.606934e-05,1.545666e-07
188,2.471613e-05,1.457647e-07
189,2.509559e-05,1.596039e-07
190,2.643818e-05,1.900096e-07
191,2.757070e-05,1.897075e-07
192,2.868096e-05,2.450302e-07
193,2.814544e-05,2.465066e-07
194,2.909039e-05,2.547273e-07
195,3.182013e-05,3.075025e-07
196,3.235145e-05,3.831489e-07
197,3.089454e-05,3.857809e-07
198,3.058011e-05,3.801919e-07
199,2.942465e-05,3.709686e-07
200,2.822030e-05,3.499843e-07
201,2.625536e-05,3.615348e-07
202,2.650435e-05,3.847446e-07
203,2.617640e-05,3.671419e-07
204,2.648403e-05,3.702005e-07
205,2.476506e-05,4.155318e-07
206,2.470785e-05,4.186392e-07
207,2.319563e-05,3.820955e-07
208,2.122933e-05,3.971804e-07
209,2.050390e-05,3.877475e-07
210,1.807129e-05,3.616881e-07
211,1.698298e-05,3.767404e-07
212,1.596606e-05,3.724022e-07
213,1.505184e-05,3.818707e-07
214,1.429066e-05,3.682374e-07
215,1.365244e-05,3.821904e-07
216,1.382253e-05,4.409158e-07
217,1.371225e-05,4.933006e-07
218,1.351086e-05,4.546803e-07
219,1.299746e-05,5.187143e-07
220,1.420858e-05,4.674329e-07
221,1.606747e-05,5.653577e-07
222,1.869894e-05,7.410083e-07
223,2.096343e-05,7.922512e-07
224,2.415007e-05,1.005700e-06
225,2.573397e-05,1.074619e-06
226,2.872826e-05,1.167333e-06
227,3.080864e-05,1.450244e-06
228,3.487522e-05,1.662419e-06
229,4.153980e-05,2.030337e-06
230,4.472348e-05,2.083419e-06
231,5.749306e-05,2.121071e-06
232,6.043015e-05,2.761470e-06
233,4.813747e-05,2.944642e-06
234,4.638430e-05,2.712804e-06
235,4.361767e-05,2.917222e-06
236,4.037031e-05,2.716116e-06
237,4.292910e-05,2.675798e-06
238,4.114460e-05,2.910194e-06
239,4.236707e-05,2.814176e-06
240,4.563787e-05,3.440479e-06
241,5.134109e-05,3.378131e-06
242,5.279589e-05,3.360171e-06
243,5.280913e-05,3.802999e-06
244,5.355220e-05,3.422088e-06
245,5.204160e-05,3.812280e-06
246,5.159406e-05,3.036680e-06
247,5.080666e-05,3.432577e-06
248,5.002587e-05,3.511797e-06
249,4.432731e-05,3.305568e-06
250,4.472809e-05,3.452156e-06
251,4.053419e-05,2.830806e-06
252,3.792027e-05,2.683977e-06
253,3.617269e-05,2.322258e-06
254,3.416783e-05,2.659925e-06
255,3.236033e-05,2.350976e-06
256,3.174296e-05,2.421548e-06
257,2.959448e-05,2.103053e-06
258,2.711333e-05,1.973248e-06
259,2.847100e-05,2.002996e-06
260,2.774974e-05,2.034235e-06
261,2.872766e-05,2.015521e-06
262,2.787502e-05,1.964217e-06
263,2.935350e-05,2.023125e-06
264,3.090224e-05,1.938991e-06
265,3.274885e-05,2.427598e-06
266,3.556394e-05,2.414929e-06
267,4.383691e-05,2.147932e-06
268,2.900057e-05,2.183243e-06
269,3.479551e-05,2.118344e-06
270,3.855751e-05,2.074361e-06
271,4.030420e-05,2.116204e-06
272,4.428991e-05,2.650615e-06
273,4.664430e-05,2.900812e-06
274,4.951291e-05,3.051756e-06
275,4.955484e-05,3.307337e-06
276,5.168728e-05,3.300589e-06
277,4.841245e-05,3.203623e-06
278,4.792982e-05,3.240782e-06
279,4.869810e-05,3.273589e-06
280,5.594562e-05,3.328741e-06
281,5.950880e-05,3.602729e-06
282,6.813217e-05,3.992942e-06
283,6.526263e-05,4.155879e-06
284,6.769989e-05,4.294986e-06
285,7.864328e-05,5.108504e-06
286,9.254229e-05,4.919210e-06
287,9.709720e-05,5.525489e-06
288,1.132658e-04,6.437471e-06
289,1.256561e-04,6.059196e-06
290,1.321474e-04,6.311724e-06
291,1.463950e-04,7.367674e-06
292,1.470710e-04,8.406154e-06
293,1.766455e-04,9.785125e-06
294,1.923318e-04,9.394521e-06
295,1.951190e-04,9.867322e-06
296,2.059339e-04,9.782028e-06
297,2.226857e-04,1.167970e-05
298,2.627134e-04,1.094861e-05
299,2.730119e-04,1.097490e-05
300,2.476470e-04,1.180967e-05
301,2.505763e-04,1.143539e-05
302,2.394719e-04,1.228523e-05
303,2.529806e-04,1.211043e-05
304,3.754986e-04,9.337283e-06
305,3.319997e-04,1.027157e-05
306,3.203392e-04,1.124133e-05
307,3.422645e-04,1.135926e-05
308,3.217431e-04,1.026620e-05
309,3.171770e-04,1.163483e-05
310,3.535620e-04,1.140093e-05
311,3.219327e-04,1.124553e-05
312,3.132223e-04,1.112605e-05
313,2.978018e-04,1.056404e-05
314,2.967009e-04,1.135763e-05
315,2.837161e-04,1.026386e-05
316,2.955304e-04,1.081845e-05
317,2.909714e-04,1.046028e-05
318,2.915084e-04,1.041266e-05
319,2.974232e-04,1.043512e-05
320,3.131887e-04,1.112922e-05
321,2.920974e-04,1.115960e-05
322,2.931994e-04,1.141520e-05
323,3.069623e-04,1.095641e-05
324,3.173762e-04,1.148273e-05
325,3.552776e-04,1.130566e-05
326,3.525167e-04,1.190585e-05
327,4.081730e-04,1.002587e-05
328,3.640734e-04,1.079675e-05
329,3.439722e-04,1.050349e-05
330,3.378346e-04,1.112174e-05
331,3.278278e-04,1.074560e-05
332,3.380403e-04,1.117759e-05
333,3.381546e-04,1.192928e-05
334,3.232872e-04,1.192589e-05
335,3.019135e-04,1.063109e-05
336,3.001338e-04,1.080631e-05
337,2.931323e-04,1.038937e-05
338,2.807884e-04,1.159936e-05
339,2.825921e-04,1.077747e-05
340,2.842568e-04,1.065877e-05
341,2.712937e-04,1.068743e-05
342,2.679926e-04,1.044569e-05
343,2.752573e-04,1.172814e-05
344,2.935551e-04,1.170481e-05
345,2.601763e-04,1.085553e-05
346,2.796857e-04,1.133430e-05
347,2.671569e-04,1.246013e-05
348,2.494367e-04,1.092747e-05
349,2.405589e-04,1.211797e-05
350,2.344653e-04,1.097837e-05
351,2.233038e-04,1.230282e-05
352,2.211922e-04,1.189053e-05
353,2.185382e-04,1.257872e-05
354,2.185472e-04,1.147910e-05
355,2.433096e-04,1.201112e-05
356,2.279579e-04,1.230150e-05
357,2.215437e-04,1.230502e-05
358,2.335892e-04,1.243157e-05
359,2.249832e-04,1.196189e-05
360,2.299659e-04,1.268123e-05
361,2.924606e-04,1.019168e-05
362,2.378287e-04,1.162050e-05
363,2.105855e-04,1.235952e-05
364,1.979262e-04,1.251455e-05
365,1.839210e-04,1.261847e-05
366,1.755647e-04,1.197530e-05
367,1.724311e-04,1.221323e-05
368,1.729192e-04,1.232712e-05
369,1.674480e-04,1.266763e-05
370,1.551956e-04,1.335353e-05
371,1.620489e-04,1.394577e-05
372,1.484363e-04,1.406928e-05
373,1.406073e-04,1.424992e-05
374,1.506765e-04,1.482141e-05
375,1.403091e-04,1.449140e-05
376,1.355034e-04,1.483897e-05
377,1.332177e-04,1.539994e-05
378,1.198678e-04,1.493807e-05
379,1.206789e-04,1.529661e-05
380,1.304874e-04,1.481863e-05
381,1.045788e-04,1.403563e-05
382,1.073225e-04,1.463064e-05
383,1.056518e-04,1.389329e-05
384,1.022756e-04,1.598728e-05
385,9.559772e-05,1.538990e-05
386,9.158021e-05,1.537865e-05
387,9.280802e-05,1.401608e-05
388,8.223894e-05,1.490962e-05
389,8.654959e-05,1.620154e-05
390,8.241774e-05,1.394935e-05
391,8.776356e-05,1.546669e-05
392,1.074644e-04,1.329790e-05
393,9.851720e-05,1.487188e-05
394,9.251808e-05,1.479433e-05
395,1.019125e-04,1.688536e-05
396,1.741762e-04,1.212341e-05
397,9.122173e-05,1.396490e-05
398,8.911224e-05,1.295569e-05
399,8.511597e-05,1.371744e-05
400,8.187740e-05,1.265889e-05
401,7.930416e-05,1.290251e-05
402,7.822705e-05,1.326262e-05
403,7.429327e-05,1.284977e-05
404,7.226837e-05,1.317785e-05
405,6.739639e-05,1.228548e-05
406,6.531759e-05,1.481771e-05
407,7.095996e-05,1.346735e-05
408,6.412413e-05,1.328602e-05
409,6.684103e-05,1.295327e-05
410,6.268088e-05,1.296301e-05
411,6.588398e-05,1.301524e-05
412,6.224963e-05,1.328627e-05
413,6.088649e-05,1.356659e-05
414,6.139570e-05,1.307293e-05
415,6.153681e-05,1.292904e-05
416,6.142493e-05,1.329504e-05
417,5.855251e-05,1.338904e-05
418,5.460678e-05,1.265253e-05
419,5.297409e-05,1.303475e-05
420,5.439293e-05,1.344003e-05
421,5.395046e-05,1.236456e-05
422,5.113478e-05,1.376053e-05
423,4.932541e-05,1.380817e-05
424,5.061631e-05,1.315075e-05
425,4.937437e-05,1.295778e-05
426,5.170121e-05,1.250691e-05
427,5.161177e-05,1.232992e-05
428,5.307545e-05,1.364991e-05
429,5.065372e-05,1.370878e-05
430,4.928530e-05,1.200655e-05
431,4.751076e-05,1.303889e-05
432,4.891887e-05,1.339931e-05
433,4.501548e-05,1.255176e-05
434,4.728082e-05,1.253067e-05
435,4.815678e-05,1.451522e-05
436,4.419340e-05,1.408710e-05
437,4.497253e-05,1.314848e-05
438,4.357263e-05,1.349085e-05
439,4.417826e-05,1.413052e-05
440,4.479770e-05,1.293431e-05
441,4.326405e-05,1.463232e-05
442,4.142979e-05,1.375180e-05
443,4.302407e-05,1.428085e-05
444,4.069051e-05,1.372863e-05
445,4.100993e-05,1.345299e-05
446,4.151593e-05,1.389263e-05
447,3.874972e-05,1.510568e-05
448,4.189248e-05,1.511520e-05
449,3.828982e-05,1.336253e-05
450,3.865352e-05,1.334331e-05
451,4.145727e-05,1.299744e-05
452,4.044589e-05,1.326941e-05
453,4.174753e-05,1.356317e-05
454,3.882887e-05,1.423587e-05
455,3.930992e-05,1.441702e-05
456,3.507879e-05,1.458842e-05
457,3.823471e-05,1.310729e-05
458,3.857424e-05,1.356192e-05
459,4.076812e-05,1.330232e-05
460,3.567933e-05,1.214672e-05
461,3.588268e-05,1.394947e-05
462,3.723102e-05,1.344064e-05
463,3.903849e-05,1.398607e-05
464,3.663225e-05,1.309418e-05
465,4.001525e-05,1.296672e-05
466,3.635988e-05,1.407801e-05
467,3.676119e-05,1.348762e-05
468,3.668107e-05,1.403049e-05
469,3.740242e-05,1.362501e-05
470,3.734542e-05,1.315047e-05
471,3.854260e-05,1.465951e-05
472,3.601999e-05,1.329006e-05
473,3.580791e-05,1.344847e-05
474,3.703477e-05,1.230426e-05
475,3.622141e-05,1.355868e-05
476,3.553157e-05,1.249118e-05
477,3.434752e-05,1.381014e-05
478,3.567073e-05,1.443002e-05
479,3.385119e-05,1.333488e-05
480,3.450500e-05,1.277579e-05
481,3.561600e-05,1.209778e-05
482,3.586293e-05,1.367980e-05
483,3.297232e-05,1.306079e-05
484,3.252570e-05,1.467227e-05
485,3.429081e-05,1.336549e-05
486,3.508306e-05,1.201874e-05
487,3.298891e-05,1.212761e-05
488,3.301316e-05,1.354732e-05
489,3.361901e-05,1.300974e-05
490,3.453867e-05,1.470031e-05
491,3.536161e-05,1.314302e-05
492,3.484640e-05,1.336490e-05
493,3.187567e-05,1.360325e-05
494,3.666389e-05,1.184382e-05
495,3.280502e-05,1.231375e-05
496,3.471935e-05,1.357289e-05
497,3.450345e-05,1.194191e-05
498,3.293049e-05,1.271931e-05
499,3.695874e-05,1.385264e-05
500,3.185091e-05,1.278160e-05
