epoch,loss,variance
1,2.013270e-02,-0.000000e+00
2,1.653136e-02,-0.000000e+00
3,1.496318e-02,-0.000000e+00
4,1.439644e-02,-0.000000e+00
5,1.207650e-02,-0.000000e+00
6,1.031392e-02,-0.000000e+00
7,8.846499e-03,-0.000000e+00
8,7.522989e-03,-0.000000e+00
9,6.848526e-03,-0.000000e+00
10,6.332754e-03,-0.000000e+00
11,6.260686e-03,-0.000000e+00
12,6.050683e-03,-0.000000e+00
13,6.112923e-03,-0.000000e+00
14,6.077978e-03,-0.000000e+00
15,6.059807e-03,-0.000000e+00
16,5.961766e-03,-0.000000e+00
17,5.906040e-03,-0.000000e+00
18,6.037333e-03,-0.000000e+00
19,6.176476e-03,-0.000000e+00
20,6.228250e-03,-0.000000e+00
21,6.460994e-03,-0.000000e+00
22,6.518541e-03,-0.000000e+00
23,6.513593e-03,-0.000000e+00
24,6.581037e-03,-0.000000e+00
25,6.672954e-03,-0.000000e+00
26,6.667972e-03,-0.000000e+00
27,6.747255e-03,-0.000000e+00
28,6.693339e-03,-0.000000e+00
29,6.574286e-03,-0.000000e+00
30,6.548125e-03,-0.000000e+00
31,6.548149e-03,-0.000000e+00
32,6.381684e-03,-0.000000e+00
33,6.279579e-03,-0.000000e+00
34,6.286977e-03,-0.000000e+00
35,6.252391e-03,-0.000000e+00
36,6.096975e-03,-0.000000e+00
37,6.210562e-03,-0.000000e+00
38,6.160927e-03,-0.000000e+00
39,5.926658e-03,-0.000000e+00
40,5.807792e-03,-0.000000e+00
41,5.787411e-03,-0.000000e+00
42,5.645235e-03,-0.000000e+00
43,5.397651e-03,-0.000000e+00
44,5.414505e-03,-0.000000e+00
45,5.451735e-03,-0.000000e+00
46,5.490712e-03,-0.000000e+00
47,5.379015e-03,-0.000000e+00
48,5.353609e-03,-0.000000e+00
49,5.200545e-03,-0.000000e+00
50,5.122254e-03,-0.000000e+00
51,5.167480e-03,-0.000000e+00
52,4.980993e-03,-0.000000e+00
53,4.894910e-03,-0.000000e+00
54,4.841204e-03,-0.000000e+00
55,4.904756e-03,-0.000000e+00
56,4.834155e-03,-0.000000e+00
57,4.837195e-03,-0.000000e+00
58,4.818373e-03,-0.000000e+00
59,4.785463e-03,-0.000000e+00
60,4.750854e-03,-0.000000e+00
61,4.721988e-03,-0.000000e+00
62,4.608802e-03,-0.000000e+00
63,4.604614e-03,-0.000000e+00
64,4.557302e-03,-0.000000e+00
65,4.597021e-03,-0.000000e+00
66,4.583377e-03,-0.000000e+00
67,4.422473e-03,-0.000000e+00
68,4.442534e-03,-0.000000e+00
69,4.514668e-03,-0.000000e+00
70,4.530117e-03,-0.000000e+00
71,4.542860e-03,-0.000000e+00
72,4.532486e-03,-0.000000e+00
73,4.523866e-03,-0.000000e+00
74,4.561150e-03,-0.000000e+00
75,4.540578e-03,-0.000000e+00
76,4.501959e-03,-0.000000e+00
77,4.524118e-03,-0.000000e+00
78,4.554804e-03,-0.000000e+00
79,4.629121e-03,-0.000000e+00
80,4.594120e-03,-0.000000e+00
81,4.505035e-03,-0.000000e+00
82,4.489670e-03,-0.000000e+00
