corruption_ratio,PKT_all_clean_mean,PKT_all_corrupted_mean,PKT_all_abs_delta_mean,PKT_all_rel_delta_mean,PKT_all_rel_delta_median,PKT_all_rel_delta_p95,PKT_all_rel_delta_p99,PKT_corrupted_only_abs_delta_mean,PKT_corrupted_only_abs_delta_median,PKT_corrupted_only_abs_delta_p95,PKT_corrupted_only_abs_delta_p99,PKT_corrupted_only_rel_delta_mean,PKT_corrupted_only_rel_delta_median,PKT_corrupted_only_rel_delta_p95,PKT_corrupted_only_rel_delta_p99,PKT_num_patches,PKT_num_corrupted_patches
0.0,9.38757307551441e-07,9.38757307551441e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444416,0
0.05,9.38757307551441e-07,1.0116062196630082e-06,7.284891982095588e-08,0.1732639343291521,0.018417415735311807,0.31767348274588586,4.8086047768592834,1.312558516133322e-06,1.1248168402744341e-06,3.8868567446570526e-06,5.681940383510664e-06,2.85227845788002,1.8394102048873902,9.331629934310913,15.091374831199646,444416,22234
0.1,9.38757307551441e-07,1.0831493466412212e-06,1.4439203752658613e-07,0.345612428188324,0.05691061056684703,1.76487386405468,6.771877162456512,1.2723408099191146e-06,1.0832242440983464e-06,3.907875495769986e-06,5.817404314711894e-06,2.7437154412269593,1.7570306962728501,8.988631310462951,14.831112170219422,444416,44460
0.2,9.38757307551441e-07,1.2223936062127904e-06,2.8363629240857334e-07,0.6868552619218826,0.19200335742905736,3.813138225078583,8.631864318847656,1.2006150166143924e-06,1.0080062443762473e-06,3.8140392837249235e-06,5.696502958016936e-06,2.622564926147461,1.6747352701425553,8.6350909614563,14.296666445732116,444416,88870
0.3,9.38757307551441e-07,1.3482745734449964e-06,4.095172496931809e-07,0.9964532169699669,0.3908711355924606,4.7993639087677,9.489440984725952,1.1204282964172307e-06,9.458314612231789e-07,3.6410813982001855e-06,5.545207361592475e-06,2.4815846359729767,1.5847066223621369,8.220567636489868,13.877543177604675,444416,133338
