epoch,loss,loss_L2,loss_PKT,cross_mse
1,1.275789e-01,0.000000e+00,0.000000e+00,0.000000e+00
2,5.293436e-02,0.000000e+00,0.000000e+00,0.000000e+00
3,5.163571e-02,0.000000e+00,0.000000e+00,0.000000e+00
4,5.769858e-02,0.000000e+00,0.000000e+00,0.000000e+00
5,6.081619e-02,0.000000e+00,0.000000e+00,0.000000e+00
6,6.067369e-02,0.000000e+00,0.000000e+00,0.000000e+00
7,5.794638e-02,0.000000e+00,0.000000e+00,0.000000e+00
8,5.699087e-02,0.000000e+00,0.000000e+00,0.000000e+00
9,5.502509e-02,0.000000e+00,0.000000e+00,0.000000e+00
10,5.226574e-02,0.000000e+00,0.000000e+00,0.000000e+00
11,5.013012e-02,0.000000e+00,0.000000e+00,0.000000e+00
12,4.841824e-02,0.000000e+00,0.000000e+00,0.000000e+00
13,4.658626e-02,0.000000e+00,0.000000e+00,0.000000e+00
14,4.461759e-02,0.000000e+00,0.000000e+00,0.000000e+00
15,4.362763e-02,0.000000e+00,0.000000e+00,0.000000e+00
16,4.267949e-02,0.000000e+00,0.000000e+00,0.000000e+00
17,4.157182e-02,0.000000e+00,0.000000e+00,0.000000e+00
18,4.047468e-02,0.000000e+00,0.000000e+00,0.000000e+00
19,4.030425e-02,0.000000e+00,0.000000e+00,0.000000e+00
20,3.961526e-02,0.000000e+00,0.000000e+00,0.000000e+00
21,3.948787e-02,0.000000e+00,0.000000e+00,0.000000e+00
22,3.902578e-02,0.000000e+00,0.000000e+00,0.000000e+00
23,3.918954e-02,0.000000e+00,0.000000e+00,0.000000e+00
24,4.001708e-02,0.000000e+00,0.000000e+00,0.000000e+00
25,4.087877e-02,0.000000e+00,0.000000e+00,0.000000e+00
26,4.178188e-02,0.000000e+00,0.000000e+00,0.000000e+00
27,4.329593e-02,0.000000e+00,0.000000e+00,0.000000e+00
28,4.374546e-02,0.000000e+00,0.000000e+00,0.000000e+00
29,4.586007e-02,0.000000e+00,0.000000e+00,0.000000e+00
30,4.791593e-02,0.000000e+00,0.000000e+00,0.000000e+00
31,5.025148e-02,0.000000e+00,0.000000e+00,0.000000e+00
32,5.226671e-02,0.000000e+00,0.000000e+00,0.000000e+00
33,5.479943e-02,0.000000e+00,0.000000e+00,0.000000e+00
34,5.775247e-02,0.000000e+00,0.000000e+00,0.000000e+00
