epoch,knn_accuracy_train,knn_accuracy_test
100,7.027182e-01,5.556667e-01
200,7.112303e-01,5.580000e-01
300,7.226753e-01,5.883333e-01
400,7.395565e-01,6.166667e-01
500,7.569385e-01,6.440000e-01
