epoch,loss,cross_mse,loss_itself
53,2.839018e+04,2.829716e+04,1.615206e+00
54,1.413535e+04,1.417789e+04,1.554742e+00
55,1.283693e+04,1.292191e+04,1.556935e+00
56,1.582030e+04,1.604151e+04,1.263507e+00
57,6.445441e+03,6.434911e+03,1.119710e+00
58,6.166064e+03,6.283642e+03,1.196349e+00
59,6.409755e+03,6.274459e+03,1.193760e+00
60,5.432482e+03,5.428330e+03,1.230021e+00
61,5.147787e+03,5.133049e+03,1.231608e+00
62,5.219940e+03,5.238668e+03,1.279238e+00
63,5.177482e+03,5.157331e+03,1.275127e+00
64,6.090494e+03,6.065085e+03,1.261262e+00
65,6.732762e+03,6.640682e+03,1.396838e+00
66,5.072737e+03,5.194970e+03,1.339174e+00
67,4.788600e+03,4.726198e+03,1.320912e+00
68,5.526897e+03,5.578163e+03,1.353529e+00
69,5.300945e+03,5.326530e+03,1.362452e+00
70,5.370737e+03,5.339587e+03,1.334380e+00
71,5.335707e+03,5.350444e+03,1.389730e+00
72,5.346661e+03,5.414145e+03,1.358868e+00
73,5.525579e+03,5.566262e+03,1.382660e+00
74,5.045116e+03,5.038102e+03,1.373080e+00
75,4.958381e+03,4.879480e+03,1.355974e+00
76,5.260040e+03,5.258137e+03,1.349708e+00
77,6.063637e+03,6.049125e+03,1.370007e+00
78,5.575356e+03,5.435586e+03,1.397759e+00
79,4.878793e+03,4.873184e+03,1.447281e+00
80,5.162468e+03,5.137809e+03,1.390416e+00
81,5.049674e+03,5.097206e+03,1.427150e+00
82,4.760099e+03,4.729700e+03,1.426390e+00
83,4.819810e+03,4.821908e+03,1.415464e+00
84,5.261518e+03,5.348022e+03,1.404420e+00
85,5.203289e+03,5.142962e+03,1.435972e+00
86,5.291439e+03,5.254052e+03,1.420142e+00
87,5.442291e+03,5.471776e+03,1.406668e+00
88,5.317731e+03,5.333925e+03,1.416774e+00
89,5.598962e+03,5.620094e+03,1.437294e+00
90,5.415453e+03,5.461202e+03,1.441807e+00
91,5.294257e+03,5.334891e+03,1.473094e+00
92,5.218333e+03,5.157505e+03,1.421430e+00
93,5.778482e+03,5.667264e+03,1.453494e+00
94,5.664029e+03,5.556520e+03,1.460574e+00
95,5.507225e+03,5.541036e+03,1.433637e+00
96,5.695668e+03,5.739422e+03,1.502308e+00
97,5.582413e+03,5.675373e+03,1.434899e+00
98,5.538331e+03,5.593833e+03,1.501070e+00
99,4.967190e+03,4.941984e+03,1.601116e+00
100,2.289629e+04,2.249991e+04,2.045631e+00
101,1.324088e+04,1.327068e+04,2.801969e+00
102,9.799860e+03,9.805119e+03,2.904847e+00
103,1.095133e+04,1.093746e+04,2.853435e+00
104,1.000298e+04,1.008779e+04,2.821465e+00
105,8.824483e+03,8.792582e+03,2.755529e+00
106,9.141459e+03,9.194360e+03,2.626320e+00
107,8.694165e+03,8.650667e+03,2.608357e+00
108,8.178179e+03,8.282184e+03,2.064133e+00
109,8.167496e+03,8.111582e+03,2.153211e+00
110,7.353316e+03,7.499497e+03,1.886934e+00
111,5.646131e+03,5.590949e+03,1.985978e+00
112,8.517113e+03,8.382593e+03,2.040254e+00
113,1.082164e+04,1.079417e+04,2.130221e+00
114,7.459443e+03,7.360883e+03,2.280846e+00
115,5.979796e+03,6.059333e+03,2.031565e+00
116,5.848403e+03,5.907047e+03,2.050363e+00
117,6.328361e+03,6.333210e+03,2.182347e+00
118,7.010268e+03,7.012500e+03,2.291014e+00
119,6.060139e+03,6.157864e+03,2.102268e+00
120,4.953332e+03,4.916782e+03,2.076311e+00
121,5.062908e+03,4.981513e+03,2.034081e+00
122,4.825592e+03,4.835040e+03,2.062900e+00
123,5.354958e+03,5.350864e+03,2.000762e+00
124,6.017118e+03,5.965194e+03,1.995585e+00
125,6.689346e+03,6.639354e+03,2.064385e+00
126,4.355866e+03,4.546387e+03,2.069448e+00
127,4.355874e+03,4.366949e+03,2.025616e+00
128,4.956867e+03,4.907280e+03,2.107591e+00
129,4.825776e+03,4.799626e+03,2.056505e+00
130,3.797856e+03,3.804710e+03,2.093696e+00
131,4.123459e+03,4.075325e+03,2.039663e+00
132,5.008340e+03,5.042571e+03,2.164450e+00
133,4.917385e+03,4.870601e+03,2.101451e+00
134,4.670905e+03,4.715197e+03,2.124497e+00
135,4.733689e+03,4.752045e+03,2.114049e+00
136,5.138206e+03,5.022977e+03,2.136884e+00
137,6.700899e+03,6.802363e+03,2.129166e+00
138,7.137816e+03,7.058287e+03,2.412934e+00
139,6.715679e+03,6.741908e+03,2.208256e+00
140,7.179638e+03,7.302696e+03,2.067966e+00
141,6.984818e+03,7.070526e+03,2.127624e+00
142,6.337194e+03,6.317662e+03,2.072562e+00
143,6.491997e+03,6.333756e+03,2.072513e+00
144,6.184682e+03,6.180551e+03,2.040498e+00
145,6.646699e+03,6.805682e+03,2.089636e+00
146,6.567878e+03,6.608397e+03,2.086515e+00
147,6.252030e+03,6.140225e+03,2.033889e+00
148,5.908625e+03,5.822521e+03,2.001393e+00
149,6.277296e+03,6.309512e+03,2.027230e+00
150,6.692848e+03,6.734067e+03,1.950597e+00
151,6.567574e+03,6.549922e+03,1.979725e+00
152,6.797523e+03,6.829022e+03,1.921792e+00
153,6.453017e+03,6.450240e+03,1.939202e+00
154,6.419608e+03,6.492984e+03,1.967929e+00
155,7.144628e+03,7.183540e+03,1.894053e+00
156,7.144542e+03,7.217949e+03,1.910573e+00
157,6.797651e+03,6.793715e+03,1.879335e+00
158,6.150286e+03,6.171764e+03,1.861289e+00
159,4.501124e+03,4.526379e+03,1.760684e+00
160,9.663644e+03,9.675525e+03,2.027688e+00
161,6.848308e+03,6.795326e+03,2.247724e+00
162,7.649126e+03,7.618969e+03,2.695406e+00
163,6.798500e+03,6.698246e+03,2.615537e+00
164,1.515225e+04,1.516540e+04,2.072239e+00
165,4.666422e+03,4.639459e+03,2.142369e+00
166,2.187702e+05,2.186197e+05,2.962815e+00
167,2.529641e+05,2.529611e+05,3.037308e+00
epoch,loss,cross_mse,loss_itself
epoch,loss,cross_mse,loss_itself
epoch,loss,cross_mse,loss_itself
168,2.531480e+05,2.531450e+05,2.913624e+00
169,2.527750e+05,2.527720e+05,3.018363e+00
170,2.528977e+05,2.528949e+05,2.931877e+00
171,2.530421e+05,2.530392e+05,2.826934e+00
172,2.529817e+05,2.529790e+05,2.812169e+00
173,2.528854e+05,2.528821e+05,2.786943e+00
174,2.529778e+05,2.529750e+05,2.727429e+00
175,2.529391e+05,2.529365e+05,2.693498e+00
176,2.529193e+05,2.529165e+05,2.671057e+00
177,2.527493e+05,2.527465e+05,2.678872e+00
