epoch,knn_accuracy_train,knn_accuracy_test
100,7.184549e-01,5.823333e-01
200,7.293991e-01,5.863333e-01
300,7.309013e-01,5.973333e-01
400,7.442775e-01,6.183333e-01
500,7.606581e-01,6.440000e-01
