epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,3.678575e-03,41.00000,35.00000,5415
1,1,3.015884e-03,55.00000,30.00000,2292
1,2,2.630844e-03,44.00000,35.00000,1661
1,3,2.557965e-03,57.00000,30.00000,520
1,4,2.460689e-03,49.00000,30.00000,587
1,5,2.411397e-03,49.00000,30.00000,469
1,6,2.310241e-03,48.00000,35.00000,644
1,7,2.207966e-03,49.00000,30.00000,614
1,8,1.884808e-03,35.00000,36.00000,688
1,9,1.993926e-03,43.00000,35.00000,696
1,10,1.995156e-03,51.00000,30.00000,940
1,11,2.020838e-03,49.00000,30.00000,599
1,12,1.816329e-03,47.00000,36.00000,956
1,13,1.844454e-03,35.00000,36.00000,769
1,14,1.694847e-03,56.00000,30.00000,1377
1,15,1.598102e-03,35.00000,36.00000,916
1,16,1.672495e-03,49.00000,30.00000,853
1,17,1.580588e-03,49.00000,30.00000,1049
1,18,1.520192e-03,53.00000,30.00000,868
1,19,1.525131e-03,47.00000,35.00000,1095
1,20,1.421420e-03,37.00000,36.00000,2248
1,21,1.326688e-03,57.00000,30.00000,985
1,22,1.227919e-03,35.00000,36.00000,951
1,23,1.217868e-03,25.00000,36.00000,679
1,24,1.203666e-03,48.00000,35.00000,735
1,25,1.201605e-03,43.00000,35.00000,1144
1,26,1.090508e-03,53.00000,35.00000,1262
1,27,1.152882e-03,49.00000,35.00000,983
1,28,1.079178e-03,36.00000,40.00000,1076
1,29,1.194921e-03,63.00000,30.00000,850
1,30,1.103640e-03,49.00000,35.00000,911
1,31,1.129993e-03,61.00000,30.00000,877
1,32,1.021718e-03,38.00000,35.00000,1424
1,33,1.008358e-03,51.00000,35.00000,656
1,34,1.048964e-03,43.00000,35.00000,783
1,35,9.465185e-04,31.00000,36.00000,835
1,36,9.910912e-04,53.00000,30.00000,794
1,37,1.003966e-03,59.00000,30.00000,1024
1,38,9.905323e-04,45.00000,35.00000,1034
1,39,9.426749e-04,49.00000,30.00000,949
1,40,1.005393e-03,45.00000,35.00000,815
1,41,1.001959e-03,57.00000,30.00000,1175
1,42,9.377584e-04,31.00000,36.00000,1141
1,43,9.359483e-04,41.00000,36.00000,1335
1,44,9.572993e-04,44.00000,35.00000,993
1,45,9.088014e-04,53.00000,30.00000,1029
1,46,9.054577e-04,44.00000,35.00000,620
1,47,9.440507e-04,48.00000,35.00000,883
1,48,9.540965e-04,49.00000,30.00000,974
1,49,8.850568e-04,51.00000,35.00000,953
1,50,9.168276e-04,42.00000,35.00000,720
1,51,8.563014e-04,41.00000,36.00000,873
