epoch,knn_accuracy_train,knn_accuracy_test
50,4.838790e-01,2.480469e-01
100,5.714596e-01,3.642578e-01
150,6.264881e-01,4.189453e-01
200,6.704179e-01,4.853516e-01
250,6.873140e-01,4.892578e-01
300,6.906932e-01,4.990234e-01
350,6.892981e-01,4.882812e-01
400,6.891431e-01,4.833984e-01
450,6.878100e-01,4.658203e-01
500,6.860119e-01,4.482422e-01
550,6.869110e-01,4.287109e-01
600,6.852679e-01,4.277344e-01
