epoch,knn_accuracy_train,knn_accuracy_test
50,4.206349e-01,1.729911e-01
100,5.219804e-01,2.578125e-01
150,5.867436e-01,3.783482e-01
200,6.315414e-01,4.274554e-01
250,6.483135e-01,4.341518e-01
300,6.515377e-01,4.341518e-01
