epoch,knn_accuracy_train,knn_accuracy_test
100,7.213877e-01,5.776667e-01
200,7.243920e-01,5.793333e-01
300,7.334049e-01,6.016667e-01
400,7.480687e-01,6.176667e-01
500,7.626609e-01,6.453333e-01
